tissue,study_id,animal,group,weeks,sex,area,MHplus_int,apex_rt,log2
Spleen,ST002665,90232,Control,0,Male,18679.46741074221,91444.0546875,3.6874094,14.18916570104056
Spleen,ST002665,90237,Control,0,Male,13435.777695903758,75267.21875,5.0308786,13.713792210059562
Spleen,ST002665,90239,Control,0,Male,10926.149591551835,71745.3203125,1.9272495,13.415497459987268
Spleen,ST002665,90245,Control,0,Female,28750.653606640823,187947.375,3.645249,14.811307133670494
Spleen,ST002665,90248,Control,0,Female,17469.28739673042,73059.59375,1.9513712,14.092533138910518
Spleen,ST002665,90251,Training,8,Female,22287.774101580308,125602.90625,3.604388,14.44396492019541
Spleen,ST002665,90252,Control,0,Female,33174.4332266113,177811.984375,3.6594624,15.017784197423982
Spleen,ST002665,90254,Training,8,Female,14081.188561444465,67716.203125,3.6632553,13.781481493306716
Spleen,ST002665,90258,Training,8,Female,22676.778480576377,138525.984375,4.995731,14.468928081548695
Spleen,ST002665,90259,Training,8,Female,16025.701983770976,73254.5703125,3.6987258,13.968099933043938
Spleen,ST002665,90267,Training,8,Female,25001.204725893393,139449.703125,3.6792481,14.609709994844646
Spleen,ST002665,90265,Control,0,Female,26973.812760263838,97280.71875,5.0265045,14.719271841113576
Spleen,ST002665,90266,Control,0,Female,24584.41960270031,101283.609375,3.6126733,14.585456675477145
Spleen,ST002665,90280,Training,4,Male,13953.645014928696,59428.0234375,3.6684279,13.768354416160323
Spleen,ST002665,90281,Training,4,Male,12208.703149294259,48299.171875,3.6035436,13.575622339952705
Spleen,ST002665,90283,Training,4,Male,15036.648128566458,59479.83984375,3.6508932,13.876195386243902
Spleen,ST002665,90406,Training,4,Female,9659.995676350252,41470.59375,3.6086851,13.23780682799752
Spleen,ST002665,90292,Training,4,Male,12384.556775203482,69677.3125,3.6664626,13.596254617156086
Spleen,ST002665,90289,Training,4,Male,12502.468811236608,54080.22265625,2.294907,13.609925385640294
Spleen,ST002665,90410,Training,4,Female,27686.727644225255,122353.6640625,2.2990179,14.756906928002191
Spleen,ST002665,90412,Training,4,Female,20834.82188345457,93850.3671875,5.0263185,14.346709146066743
Spleen,ST002665,90420,Training,4,Female,17123.38617522705,100432.7734375,3.661459,14.063680404603124
Spleen,ST002665,90416,Training,4,Female,10465.552582182188,65062.9140625,3.68951,13.353360867590968
Spleen,ST002665,90421,Training,1,Male,12416.934419011872,74758.9140625,3.6709203,13.600021414267449
Spleen,ST002665,90422,Training,1,Male,9837.570558283809,70927.140625,1.954129,13.264086362801509
Spleen,ST002665,90423,Training,1,Male,9708.398638552067,54720.91015625,3.6746584,13.245017633164997
Spleen,ST002665,90426,Training,1,Male,10289.058349362653,64950.49609375,1.9609381,13.328823332931163
Spleen,ST002665,90441,Training,2,Male,18947.06307073495,82998.4296875,2.3075901,14.209686617304184
Spleen,ST002665,90444,Training,2,Male,11088.567445081002,44990.89453125,2.2673262,13.43678537233718
Spleen,ST002665,90430,Training,1,Male,15202.80596346959,92138.71875,5.0536534,13.892050004269526
Spleen,ST002665,90439,Training,2,Male,20248.641523788192,168207.96875,4.9686359,14.305537500749875
Spleen,ST002665,90449,Training,2,Male,13720.114199660318,58808.56640625,5.021649,13.744004869412795
Spleen,ST002665,90450,Training,2,Male,17128.551924876163,97996.96875,4.9868687,14.064115568384862
Spleen,ST002665,90559,Training,1,Female,18468.70998428134,102531.7265625,3.6730532,14.172795478989661
Spleen,ST002665,90560,Training,1,Female,17118.965257131847,66952.4375,3.6453544,14.063307881316565
Spleen,ST002665,90564,Training,1,Female,14100.256109774251,82784.5859375,3.6915183,13.78343374677959
Spleen,ST002665,90567,Training,1,Female,40766.78279164613,401564.15625,1.7244404,15.315106487131898
Spleen,ST002665,90571,Training,1,Female,9073.828436859345,55601.4921875,3.6670433,13.147495666895143
Spleen,ST002665,90576,Training,2,Female,20796.000252563277,119265.7421875,3.5870488,14.34401845740257
Spleen,ST002665,90578,Training,2,Female,43432.28324026764,641325.125,1.7050038,15.406480176983813
Spleen,ST002665,90581,Training,2,Female,10619.841204129645,55637.28125,1.9574466,13.374474573589119
Spleen,ST002665,90585,Training,2,Female,11238.305972074471,57214.125,6.0987315,13.456136964051705
Spleen,ST002665,90587,Training,2,Female,22274.89073110218,249675.5,1.7137395,14.44313073421096
Testes,ST002666,90217,Control,0,Male,9201.456749428473,37493.37109375,3.6089745,13.167646567440883
Testes,ST002666,90218,Training,8,Male,76411.82377401914,755459.0,5.0401203,16.221508274097253
Testes,ST002666,90223,Training,8,Male,129827.50694915152,1610008.125,1.7070813,16.9862365583504
Testes,ST002666,90227,Training,8,Male,10653.508503111201,48975.72265625,3.5713388,13.379041008729871
Testes,ST002666,90222,Training,8,Male,125625.14803811032,1775965.0,1.7052475,16.938765770817707
Testes,ST002666,90225,Training,8,Male,158038.59358686165,1898358.0,1.7190297,17.269917387126178
Testes,ST002666,90229,Control,0,Male,172584.66327560454,2131164.25,1.709105,17.396944739652856
Testes,ST002666,90232,Control,0,Male,150071.31519375855,2023507.0,1.7012654,17.195288719333455
Testes,ST002666,90237,Control,0,Male,65292.67497499596,626176.0,5.0217702,15.994633527982533
Testes,ST002666,90280,Training,4,Male,131204.70534500416,1818438.625,1.6886821,17.001459934150258
Testes,ST002666,90239,Control,0,Male,89878.6694676257,1083781.0,1.7046616,16.455691147072763
Testes,ST002666,90281,Training,4,Male,7023.939025129503,30717.732421875,3.6464791,12.778064605542603
Testes,ST002666,90283,Training,4,Male,7573.337278730798,30080.087890625,3.5475605,12.886713465255907
Testes,ST002666,90289,Training,4,Male,7842.481007782769,33275.609375,3.5522725,12.937094414945719
Testes,ST002666,90292,Training,4,Male,7769.971699520085,63800.05078125,8.2329196,12.923693628592835
Testes,ST002666,90421,Training,1,Male,7904.204815122733,32713.38671875,3.6769793,12.948404615432539
Testes,ST002666,90422,Training,1,Male,6541.199117339463,27611.185546875,3.5334873,12.675339416113767
Testes,ST002666,90423,Training,1,Male,46357.17776573559,445998.4375,5.0334929,15.50050511700437
Testes,ST002666,90426,Training,1,Male,38281.04977316433,325342.21875,5.0443399,15.224342772638073
Testes,ST002666,90430,Training,1,Male,6428.54800906697,28037.44921875,3.6049615,12.65027720313746
Testes,ST002666,90439,Training,2,Male,7024.233562221449,41161.22265625,7.8541966,12.778125101268909
Testes,ST002666,90441,Training,2,Male,7276.652800928203,31975.99609375,3.5161203,12.82905926008904
Testes,ST002666,90444,Training,2,Male,5111.595931925839,38067.1015625,2.0131923,12.319558081422946
Testes,ST002666,90450,Training,2,Male,201523.93612353058,2939299.25,1.6924202,17.62059168031573
Testes,ST002666,90449,Training,2,Male,7915.500824320041,38888.36328125,0.30611048,12.950464919156504
Vastus Lateralis,ST002648,90217,Control,0,Male,9126.611863151777,57896.09375,8.9880409,13.155863662349248
Vastus Lateralis,ST002648,90218,Training,8,Male,5593.890851446191,23117.974609375,3.673909,12.449636388741913
Vastus Lateralis,ST002648,90222,Training,8,Male,6687.10909156695,24477.51953125,3.6541317,12.707166937883235
Vastus Lateralis,ST002648,90223,Training,8,Male,6939.191741641567,23107.70703125,3.6390117,12.760551916019917
Vastus Lateralis,ST002648,90225,Training,8,Male,13396.986790080773,481172.46875,1.7074856,13.709620930094875
Vastus Lateralis,ST002648,90229,Control,0,Male,19277.98923603835,350073.0625,1.6860148,14.234666960656806
Vastus Lateralis,ST002648,90232,Control,0,Male,5206.2412892670645,21703.7734375,3.7141361,12.346026461321934
Vastus Lateralis,ST002648,90227,Training,8,Male,52864.685236908444,858945.875,1.7043097,15.690016671886351
Vastus Lateralis,ST002648,90237,Control,0,Male,13289.740583618237,310983.78125,1.6984871,13.69802532296111
Vastus Lateralis,ST002648,90239,Control,0,Male,5919.921577950274,23618.095703125,3.6713523,12.53136234905489
Vastus Lateralis,ST002648,90248,Control,0,Female,47339.64794125904,647202.8125,1.7169114,15.530761356528433
Vastus Lateralis,ST002648,90245,Control,0,Female,53604.058274739175,720269.375,1.6884056,15.710054608426612
Vastus Lateralis,ST002648,90252,Control,0,Female,6982.995155907746,24821.74609375,3.6245664,12.76963025658941
Vastus Lateralis,ST002648,90251,Training,8,Female,21984.667800539984,468390.125,1.6839436,14.424210112412291
Vastus Lateralis,ST002648,90254,Training,8,Female,6031.775711174603,33075.03125,2.0113976,12.558367068309755
Vastus Lateralis,ST002648,90258,Training,8,Female,28728.01811126036,397313.6875,1.6955885,14.81017084719603
Vastus Lateralis,ST002648,90259,Training,8,Female,24571.729206947246,434434.75,1.7044141,14.58471176881257
Vastus Lateralis,ST002648,90265,Control,0,Female,37356.959033113904,510501.90625,1.6971473,15.189089399736043
Vastus Lateralis,ST002648,90267,Training,8,Female,17660.496096406103,430995.375,1.7072351,14.108238249476502
Vastus Lateralis,ST002648,90266,Control,0,Female,32020.011653045924,423070.5625,1.7085931,14.966686212443859
Vastus Lateralis,ST002648,90280,Training,4,Male,21783.07124641406,406146.5,1.6892937,14.410919756909903
Vastus Lateralis,ST002648,90281,Training,4,Male,5074.259783321178,27643.927734375,8.2571895,12.30898166660141
Vastus Lateralis,ST002648,90283,Training,4,Male,23509.240849433558,424368.21875,1.6971966,14.520940332388085
Vastus Lateralis,ST002648,90289,Training,4,Male,4398.693325968123,26896.4375,8.2568544,12.10285930565829
Vastus Lateralis,ST002648,90406,Training,4,Female,4550.800327986588,21375.23046875,3.8059151,12.15190457232106
Vastus Lateralis,ST002648,90292,Training,4,Male,3973.0770248062026,17298.05078125,3.5731487,11.956041047438406
Vastus Lateralis,ST002648,90410,Training,4,Female,18065.61101103386,301582.25,1.6849011,14.14095842965229
Vastus Lateralis,ST002648,90412,Training,4,Female,25971.046387162532,497380.6875,1.6943488,14.664616521681218
Vastus Lateralis,ST002648,90416,Training,4,Female,66337.43524062993,937430.875,1.6838643,16.017535614811475
Vastus Lateralis,ST002648,90420,Training,4,Female,5158.6047747088605,20098.09765625,3.5065566,12.332765203645508
Vastus Lateralis,ST002648,90421,Training,1,Male,5094.7483941957125,22405.29296875,3.5876294,12.31479518484922
Vastus Lateralis,ST002648,90422,Training,1,Male,4798.043949824481,20030.18359375,3.6235888,12.228230657362928
Vastus Lateralis,ST002648,90423,Training,1,Male,5460.085871449555,20413.48828125,3.7303199,12.414707925429969
Vastus Lateralis,ST002648,90426,Training,1,Male,5151.226728979007,64141.54296875,2.0095606,12.330700325708523
Vastus Lateralis,ST002648,90430,Training,1,Male,5480.14902509356,20597.09765625,3.5460452,12.419999410482951
Vastus Lateralis,ST002648,90439,Training,2,Male,88913.65282129492,1160736.875,1.6984275,16.440117343545534
Vastus Lateralis,ST002648,90441,Training,2,Male,51817.132763402966,756158.1875,1.7250289,15.661141567540191
Vastus Lateralis,ST002648,90444,Training,2,Male,15436.343576535768,466990.78125,1.6880206,13.914043439881498
Vastus Lateralis,ST002648,90449,Training,2,Male,5046.319992323639,39893.12109375,1.9680601,12.301015976648364
Vastus Lateralis,ST002648,90450,Training,2,Male,21500.96450830324,434733.21875,1.7204058,14.392113758440239
Vastus Lateralis,ST002648,90559,Training,1,Female,31406.684885856524,346195.255859375,5.042439,14.938784047749662
Vastus Lateralis,ST002648,90560,Training,1,Female,28409.643140636508,408746.03125,1.7250124,14.794093089201947
Vastus Lateralis,ST002648,90564,Training,1,Female,4723.556175444715,67537.6875,8.9396563,12.205657700378234
Vastus Lateralis,ST002648,90567,Training,1,Female,5644.80460098461,23074.9765625,3.6099972,12.462707926586926
Vastus Lateralis,ST002648,90571,Training,1,Female,13508.70628640836,151392.6875,4.9967048,13.72160189554885
Vastus Lateralis,ST002648,90576,Training,2,Female,55582.46268056373,888121.3125,1.7191978,15.762342136691858
Vastus Lateralis,ST002648,90578,Training,2,Female,4622.552474095675,22827.609375,3.6422982,12.174473981509063
Vastus Lateralis,ST002648,90581,Training,2,Female,19829.386598687386,399477.875,1.7083066,14.275352429545904
Vastus Lateralis,ST002648,90585,Training,2,Female,6080.839465593841,43401.78515625,1.9795415,12.570054787483766
Vastus Lateralis,ST002648,90587,Training,2,Female,33648.16627492747,544510.25,1.6847208,15.038240263934721
Vena Cava,ST002695,90218,Training,8,Male,56076.78644530542,870308.4375,1.6847596,15.775116055712177
Vena Cava,ST002695,90217,Control,0,Male,7212.5492945102105,20229.318359375,3.4950629,12.81629355862158
Vena Cava,ST002695,90222,Training,8,Male,5358.838845549122,46668.91015625,8.2933206,12.387704715709807
Vena Cava,ST002695,90223,Training,8,Male,5349.519075264341,55229.76953125,1.9846738,12.385193482920172
Vena Cava,ST002695,90225,Training,8,Male,36254.679799320176,885728.3125,1.7084655,15.145879611573719
Vena Cava,ST002695,90229,Control,0,Male,13233.556252831015,347464.09375,1.7232098,13.691913188625627
Vena Cava,ST002695,90227,Training,8,Male,7061.861384553984,25533.77734375,2.0161676,12.785832787750648
Vena Cava,ST002695,90237,Control,0,Male,8416.179969080491,127925.5703125,1.6896743,13.038949839782306
Vena Cava,ST002695,90239,Control,0,Male,5468.811481138283,13489.041015625,3.823996,12.417011615563624
Vena Cava,ST002695,90248,Control,0,Female,10877.47874000459,151404.484375,1.7278577,13.40905657668807
Vena Cava,ST002695,90251,Training,8,Female,6489.27047801556,19183.078125,6.0170523,12.663840584626627
Vena Cava,ST002695,90252,Control,0,Female,35757.89831802382,596527.3125,1.6985499,15.125974323697394
Vena Cava,ST002695,90254,Training,8,Female,9004.055246118402,65237.75390625,2.0013403,13.136359193415121
Vena Cava,ST002695,90259,Training,8,Female,9114.995658830398,43010.63671875,2.0025606,13.154026253818943
Vena Cava,ST002695,90265,Control,0,Female,7173.35906641472,23008.779296875,2.0427494,12.808433132130215
Vena Cava,ST002695,90266,Control,0,Female,11938.03281085279,172473.546875,1.6916279,13.543277503602221
Vena Cava,ST002695,90267,Training,8,Female,6575.053250724595,113530.4375,1.7099027,12.682786863362875
Vena Cava,ST002695,90280,Training,4,Male,6053.879208492051,42214.9296875,1.9968479,12.563644174388461
Vena Cava,ST002695,90283,Training,4,Male,4867.817882712627,12188.82421875,2.0352762,12.249059478880087
Vena Cava,ST002695,90281,Training,4,Male,5608.023045049545,16059.3447265625,2.0293033,12.45327656248965
Vena Cava,ST002695,90289,Training,4,Male,4184.8756103746755,15879.1513671875,6.604402,12.030969025965158
Vena Cava,ST002695,90292,Training,4,Male,10017.557683394392,260406.65625,1.6998703,13.290243196710966
Vena Cava,ST002695,90406,Training,4,Female,7569.762357026408,143662.859375,1.7143701,12.88603229402487
Vena Cava,ST002695,90410,Training,4,Female,11983.868482184356,410988.4375,1.7094751,13.548806075586457
