tissue,platform,study_id,tag,group,timepoint,sex,animal,weeks,area,ppm
White Adipose,RP-neg,ST002693,bio_90559017008,Training,1 week of training or control time,Female,90559017008,1,9.791672474161818,0.3597760922201333
White Adipose,RP-neg,ST002693,bio_90560017008,Training,1 week of training or control time,Female,90560017008,1,0.0,nan
White Adipose,RP-neg,ST002693,bio_90564017008,Training,1 week of training or control time,Female,90564017008,1,6.99470321095785,2.5218143878836967
White Adipose,RP-neg,ST002693,bio_90567017008,Training,1 week of training or control time,Female,90567017008,1,2.145241375223817,-8.54522117775536
White Adipose,RP-neg,ST002693,bio_90571017008,Training,1 week of training or control time,Female,90571017008,1,9.894386758168551,3.002611865317914
White Adipose,RP-neg,ST002693,bio_90576017008,Training,2 weeks of training,Female,90576017008,2,1.7224364123026703,8.565091480462419
White Adipose,RP-neg,ST002693,bio_90578017008,Training,2 weeks of training,Female,90578017008,2,4.3411966751098365,6.68984984844583
White Adipose,RP-neg,ST002693,bio_90581017008,Training,2 weeks of training,Female,90581017008,2,0.0,nan
White Adipose,RP-neg,ST002693,bio_90585017008,Training,2 weeks of training,Female,90585017008,2,10.669422935994447,0.9923027974329472
White Adipose,RP-neg,ST002693,bio_90587017008,Training,2 weeks of training,Female,90587017008,2,13.995240118916719,4.305168436033902
White Adipose,RP-neg,ST002693,blank_0,Blank,,,blank_0,,0.0,nan
White Adipose,RP-neg,ST002693,blank_1,Blank,,,blank_1,,0.0,nan
White Adipose,RP-neg,ST002693,blank_2,Blank,,,blank_2,,0.0,nan
White Adipose,RP-neg,ST002693,blank_3,Blank,,,blank_3,,0.0,nan
White Adipose,RP-pos,ST002694,bio_90217017008,Control,8 weeks of training or control time,Male,90217017008,0,0.0,nan
White Adipose,RP-pos,ST002694,bio_90218017008,Training,8 weeks of training or control time,Male,90218017008,8,0.0,nan
White Adipose,RP-pos,ST002694,bio_90222017008,Training,8 weeks of training or control time,Male,90222017008,8,0.0,nan
White Adipose,RP-pos,ST002694,bio_90223017008,Training,8 weeks of training or control time,Male,90223017008,8,0.0,nan
White Adipose,RP-pos,ST002694,bio_90225017008,Training,8 weeks of training or control time,Male,90225017008,8,0.0,nan
White Adipose,RP-pos,ST002694,bio_90227017008,Training,8 weeks of training or control time,Male,90227017008,8,0.0,nan
White Adipose,RP-pos,ST002694,bio_90229017008,Control,8 weeks of training or control time,Male,90229017008,0,0.0,nan
White Adipose,RP-pos,ST002694,bio_90232017008,Control,8 weeks of training or control time,Male,90232017008,0,0.0,nan
White Adipose,RP-pos,ST002694,bio_90237017008,Control,8 weeks of training or control time,Male,90237017008,0,0.0,nan
White Adipose,RP-pos,ST002694,bio_90239017008,Control,8 weeks of training or control time,Male,90239017008,0,0.0,nan
White Adipose,RP-pos,ST002694,bio_90245017008,Control,8 weeks of training or control time,Female,90245017008,0,0.0,nan
White Adipose,RP-pos,ST002694,bio_90248017008,Control,8 weeks of training or control time,Female,90248017008,0,0.0,nan
White Adipose,RP-pos,ST002694,bio_90251017008,Training,8 weeks of training or control time,Female,90251017008,8,0.0,nan
White Adipose,RP-pos,ST002694,bio_90252017008,Control,8 weeks of training or control time,Female,90252017008,0,0.0,nan
White Adipose,RP-pos,ST002694,bio_90254017008,Training,8 weeks of training or control time,Female,90254017008,8,0.9268144297281746,8.493213086080694
White Adipose,RP-pos,ST002694,bio_90258017008,Training,8 weeks of training or control time,Female,90258017008,8,0.0,nan
White Adipose,RP-pos,ST002694,bio_90259017008,Training,8 weeks of training or control time,Female,90259017008,8,0.0,nan
White Adipose,RP-pos,ST002694,bio_90265017008,Control,8 weeks of training or control time,Female,90265017008,0,0.0,nan
White Adipose,RP-pos,ST002694,bio_90266017008,Control,8 weeks of training or control time,Female,90266017008,0,0.0,nan
White Adipose,RP-pos,ST002694,bio_90267017008,Training,8 weeks of training or control time,Female,90267017008,8,0.0,nan
White Adipose,RP-pos,ST002694,bio_90280017008,Training,4 weeks of training,Male,90280017008,4,0.0,nan
White Adipose,RP-pos,ST002694,bio_90281017008,Training,4 weeks of training,Male,90281017008,4,0.0,nan
White Adipose,RP-pos,ST002694,bio_90283017008,Training,4 weeks of training,Male,90283017008,4,0.0,nan
White Adipose,RP-pos,ST002694,bio_90289017008,Training,4 weeks of training,Male,90289017008,4,0.0,nan
White Adipose,RP-pos,ST002694,bio_90292017008,Training,4 weeks of training,Male,90292017008,4,0.0,nan
White Adipose,RP-pos,ST002694,bio_90406017008,Training,4 weeks of training,Female,90406017008,4,0.0,nan
White Adipose,RP-pos,ST002694,bio_90410017008,Training,4 weeks of training,Female,90410017008,4,2.417292161051392,4.091401105184396
White Adipose,RP-pos,ST002694,bio_90412017008,Training,4 weeks of training,Female,90412017008,4,0.0,nan
White Adipose,RP-pos,ST002694,bio_90416017008,Training,4 weeks of training,Female,90416017008,4,0.0,nan
White Adipose,RP-pos,ST002694,bio_90420017008,Training,4 weeks of training,Female,90420017008,4,0.0,nan
White Adipose,RP-pos,ST002694,bio_90421017008,Training,1 week of training or control time,Male,90421017008,1,0.0,nan
White Adipose,RP-pos,ST002694,bio_90422017008,Training,1 week of training or control time,Male,90422017008,1,0.0,nan
White Adipose,RP-pos,ST002694,bio_90423017008,Training,1 week of training or control time,Male,90423017008,1,0.0,nan
White Adipose,RP-pos,ST002694,bio_90426017008,Training,1 week of training or control time,Male,90426017008,1,0.0,nan
White Adipose,RP-pos,ST002694,bio_90430017008,Training,1 week of training or control time,Male,90430017008,1,0.0,nan
White Adipose,RP-pos,ST002694,bio_90439017008,Training,2 weeks of training,Male,90439017008,2,0.0,nan
White Adipose,RP-pos,ST002694,bio_90441017008,Training,2 weeks of training,Male,90441017008,2,0.0,nan
White Adipose,RP-pos,ST002694,bio_90444017008,Training,2 weeks of training,Male,90444017008,2,0.0,nan
White Adipose,RP-pos,ST002694,bio_90449017008,Training,2 weeks of training,Male,90449017008,2,0.0,nan
White Adipose,RP-pos,ST002694,bio_90450017008,Training,2 weeks of training,Male,90450017008,2,0.0,nan
White Adipose,RP-pos,ST002694,bio_90559017008,Training,1 week of training or control time,Female,90559017008,1,0.0,nan
White Adipose,RP-pos,ST002694,bio_90560017008,Training,1 week of training or control time,Female,90560017008,1,0.0,nan
White Adipose,RP-pos,ST002694,bio_90564017008,Training,1 week of training or control time,Female,90564017008,1,0.0,nan
White Adipose,RP-pos,ST002694,bio_90567017008,Training,1 week of training or control time,Female,90567017008,1,3.6520562500000366,-5.806922240968392
White Adipose,RP-pos,ST002694,bio_90571017008,Training,1 week of training or control time,Female,90571017008,1,0.0,nan
White Adipose,RP-pos,ST002694,bio_90576017008,Training,2 weeks of training,Female,90576017008,2,0.0,nan
White Adipose,RP-pos,ST002694,bio_90578017008,Training,2 weeks of training,Female,90578017008,2,0.0,nan
White Adipose,RP-pos,ST002694,bio_90581017008,Training,2 weeks of training,Female,90581017008,2,2.1800328994750613,-4.862418314952462
White Adipose,RP-pos,ST002694,bio_90585017008,Training,2 weeks of training,Female,90585017008,2,5.075439232381152,-8.771615873251017
White Adipose,RP-pos,ST002694,bio_90587017008,Training,2 weeks of training,Female,90587017008,2,0.0,nan
White Adipose,RP-pos,ST002694,blank_0,Blank,,,blank_0,,0.0,nan
White Adipose,RP-pos,ST002694,blank_1,Blank,,,blank_1,,0.0,nan
White Adipose,RP-pos,ST002694,blank_2,Blank,,,blank_2,,0.0,nan
White Adipose,RP-pos,ST002694,blank_3,Blank,,,blank_3,,0.0,nan
Kidney,RP-pos,ST002658,bio_90217015906,Control,8 weeks of training or control time,Male,90217015906,0,74.49025365956616,1.4928051695398625
Kidney,RP-pos,ST002658,bio_90218015906,Training,8 weeks of training or control time,Male,90218015906,8,61.80287257130945,3.515263976808212
Kidney,RP-pos,ST002658,bio_90222015906,Training,8 weeks of training or control time,Male,90222015906,8,43.14798451741536,0.5166725712454957
Kidney,RP-pos,ST002658,bio_90223015906,Training,8 weeks of training or control time,Male,90223015906,8,71.30393736623131,9.375069599516586
Kidney,RP-pos,ST002658,bio_90225015906,Training,8 weeks of training or control time,Male,90225015906,8,68.73243226114937,0.4136078409361505
Kidney,RP-pos,ST002658,bio_90227015906,Training,8 weeks of training or control time,Male,90227015906,8,90.32115054626514,-0.44352464724783064
Kidney,RP-pos,ST002658,bio_90229015906,Control,8 weeks of training or control time,Male,90229015906,0,83.06061216176354,-3.3777900998032973
Kidney,RP-pos,ST002658,bio_90232015906,Control,8 weeks of training or control time,Male,90232015906,0,85.27141023050962,-0.5144379034914243
Kidney,RP-pos,ST002658,bio_90237015906,Control,8 weeks of training or control time,Male,90237015906,0,47.81251501566559,-9.025758655021228
Kidney,RP-pos,ST002658,bio_90239015906,Control,8 weeks of training or control time,Male,90239015906,0,46.333231461080224,-9.8962892384881
Kidney,RP-pos,ST002658,bio_90245015906,Control,8 weeks of training or control time,Female,90245015906,0,42.00580441640214,-4.082795549190206
Kidney,RP-pos,ST002658,bio_90248015906,Control,8 weeks of training or control time,Female,90248015906,0,38.873214709472606,-8.678999545529155
Kidney,RP-pos,ST002658,bio_90251015906,Training,8 weeks of training or control time,Female,90251015906,8,44.517910841369705,1.1348453883428793
Kidney,RP-pos,ST002658,bio_90252015906,Control,8 weeks of training or control time,Female,90252015906,0,19.162002787780793,3.614643942710736
Kidney,RP-pos,ST002658,bio_90254015906,Training,8 weeks of training or control time,Female,90254015906,8,25.620765257771737,3.8998354318659114
Kidney,RP-pos,ST002658,bio_90258015906,Training,8 weeks of training or control time,Female,90258015906,8,24.63133891296376,-7.943397913989624
Kidney,RP-pos,ST002658,bio_90259015906,Training,8 weeks of training or control time,Female,90259015906,8,53.24662230122857,-2.534317897574983
Kidney,RP-pos,ST002658,bio_90265015906,Control,8 weeks of training or control time,Female,90265015906,0,44.614538031005864,-9.946637487743144
Kidney,RP-pos,ST002658,bio_90266015906,Control,8 weeks of training or control time,Female,90266015906,0,47.08525322265636,-8.443383294678599
Kidney,RP-pos,ST002658,bio_90267015906,Training,8 weeks of training or control time,Female,90267015906,8,41.13770615030937,-9.544293715817998
Kidney,RP-pos,ST002658,bio_90280015906,Training,4 weeks of training,Male,90280015906,4,45.437788032023114,8.756544503689966
Kidney,RP-pos,ST002658,bio_90281015906,Training,4 weeks of training,Male,90281015906,4,52.90345650278698,-9.589687024446372
Kidney,RP-pos,ST002658,bio_90283015906,Training,4 weeks of training,Male,90283015906,4,34.7596377736411,-0.004242249392215441
Kidney,RP-pos,ST002658,bio_90289015906,Training,4 weeks of training,Male,90289015906,4,61.89161913045251,5.838350065845674
Kidney,RP-pos,ST002658,bio_90292015906,Training,4 weeks of training,Male,90292015906,4,56.88163050130218,-0.38174952586091754
Kidney,RP-pos,ST002658,bio_90406015906,Training,4 weeks of training,Female,90406015906,4,26.435118902587895,-7.118522372655606
Kidney,RP-pos,ST002658,bio_90410015906,Training,4 weeks of training,Female,90410015906,4,31.150354438781783,-9.536497317507687
Kidney,RP-pos,ST002658,bio_90412015906,Training,4 weeks of training,Female,90412015906,4,24.562772467040944,-5.762049779165884
Kidney,RP-pos,ST002658,bio_90416015906,Training,4 weeks of training,Female,90416015906,4,24.86801613311746,0.12302003665059981
Kidney,RP-pos,ST002658,bio_90420015906,Training,4 weeks of training,Female,90420015906,4,37.38897296295162,-0.04405995712149848
Kidney,RP-pos,ST002658,bio_90421015906,Training,1 week of training or control time,Male,90421015906,1,40.25412248942078,4.960960509807231
Kidney,RP-pos,ST002658,bio_90422015906,Training,1 week of training or control time,Male,90422015906,1,24.385969697061995,-5.230648571104211
Kidney,RP-pos,ST002658,bio_90423015906,Training,1 week of training or control time,Male,90423015906,1,52.62827859141036,-9.7096274198056
Kidney,RP-pos,ST002658,bio_90426015906,Training,1 week of training or control time,Male,90426015906,1,34.32543406880712,1.5234181333498884
Kidney,RP-pos,ST002658,bio_90430015906,Training,1 week of training or control time,Male,90430015906,1,20.928943593851898,-4.95591801560306
Kidney,RP-pos,ST002658,bio_90439015906,Training,2 weeks of training,Male,90439015906,2,4.795793346150636,-8.014659554557023
Kidney,RP-pos,ST002658,bio_90441015906,Training,2 weeks of training,Male,90441015906,2,57.470534662881896,6.470228355269826
Kidney,RP-pos,ST002658,bio_90444015906,Training,2 weeks of training,Male,90444015906,2,46.879981651814965,-5.2429365696154875
Kidney,RP-pos,ST002658,bio_90449015906,Training,2 weeks of training,Male,90449015906,2,45.41922857615178,4.854999812790866
Kidney,RP-pos,ST002658,bio_90450015906,Training,2 weeks of training,Male,90450015906,2,70.20006379953995,0.5738713590929303
Kidney,RP-pos,ST002658,bio_90559015906,Training,1 week of training or control time,Female,90559015906,1,0.0,nan
Kidney,RP-pos,ST002658,bio_90560015906,Training,1 week of training or control time,Female,90560015906,1,9.972485736338342,6.762063199120419
Kidney,RP-pos,ST002658,bio_90564015906,Training,1 week of training or control time,Female,90564015906,1,10.191191760253925,-8.746949262607512
Kidney,RP-pos,ST002658,bio_90567015906,Training,1 week of training or control time,Female,90567015906,1,2.8528088867186647,5.885439582844458
Kidney,RP-pos,ST002658,bio_90571015906,Training,1 week of training or control time,Female,90571015906,1,0.0,nan
Kidney,RP-pos,ST002658,bio_90576015906,Training,2 weeks of training,Female,90576015906,2,5.1079162497203345,9.474929625074276
Kidney,RP-pos,ST002658,bio_90578015906,Training,2 weeks of training,Female,90578015906,2,6.069540033467671,4.63279579207909
Kidney,RP-pos,ST002658,bio_90581015906,Training,2 weeks of training,Female,90581015906,2,10.046095520528064,-7.623685825999201
Kidney,RP-pos,ST002658,bio_90585015906,Training,2 weeks of training,Female,90585015906,2,0.0,nan
Kidney,RP-pos,ST002658,bio_90587015906,Training,2 weeks of training,Female,90587015906,2,0.0,nan
Kidney,RP-pos,ST002658,blank_0,Blank,,,blank_0,,2.1876186091104777,6.861502117411806
Kidney,RP-pos,ST002658,blank_1,Blank,,,blank_1,,0.0,nan
Kidney,RP-pos,ST002658,blank_2,Blank,,,blank_2,,0.0,nan
Kidney,RP-pos,ST002658,blank_3,Blank,,,blank_3,,0.0,nan
Kidney,RP-pos,ST002658,blank_4,Blank,,,blank_4,,0.0,nan
Kidney,RP-pos,ST002658,blank_5,Blank,,,blank_5,,3.80269240798954,2.8329578506195423
Liver,RP-pos,ST002680,bio_90217016808,Control,8 weeks of training or control time,Male,90217016808,0,5.102207135009783,4.651083633521759
Liver,RP-pos,ST002680,bio_90218016808,Training,8 weeks of training or control time,Male,90218016808,8,5.0414956690470225,-7.448739830222831
Liver,RP-pos,ST002680,bio_90222016808,Training,8 weeks of training or control time,Male,90222016808,8,4.108455366770441,-5.433546384479903
Liver,RP-pos,ST002680,bio_90223016808,Training,8 weeks of training or control time,Male,90223016808,8,3.182127781677193,-0.33386995281555
Liver,RP-pos,ST002680,bio_90225016808,Training,8 weeks of training or control time,Male,90225016808,8,4.400964494578083,-1.0467513856349417
Liver,RP-pos,ST002680,bio_90227016808,Training,8 weeks of training or control time,Male,90227016808,8,2.7486887898763297,7.988486698996603
Liver,RP-pos,ST002680,bio_90229016808,Control,8 weeks of training or control time,Male,90229016808,0,4.406922175089562,-8.038773071776166
Liver,RP-pos,ST002680,bio_90232016808,Control,8 weeks of training or control time,Male,90232016808,0,1.9778423166911006,0.29971954773847426
Liver,RP-pos,ST002680,bio_90237016808,Control,8 weeks of training or control time,Male,90237016808,0,5.451627029927531,-0.6787573638590011
Liver,RP-pos,ST002680,bio_90239016808,Control,8 weeks of training or control time,Male,90239016808,0,11.575796837615837,-4.009246998707787
Liver,RP-pos,ST002680,bio_90245016808,Control,8 weeks of training or control time,Female,90245016808,0,4.730516345214891,-2.4887477081457323
Liver,RP-pos,ST002680,bio_90248016808,Control,8 weeks of training or control time,Female,90248016808,0,8.835061647033779,-9.832592213576246
Liver,RP-pos,ST002680,bio_90251016808,Training,8 weeks of training or control time,Female,90251016808,8,4.642828785451223,-0.6744528865804814
Liver,RP-pos,ST002680,bio_90252016808,Control,8 weeks of training or control time,Female,90252016808,0,0.0,nan
Liver,RP-pos,ST002680,bio_90254016808,Training,8 weeks of training or control time,Female,90254016808,8,6.247758271280821,-7.548067140483732
Liver,RP-pos,ST002680,bio_90258016808,Training,8 weeks of training or control time,Female,90258016808,8,2.521253286234496,1.300549195490549
Liver,RP-pos,ST002680,bio_90259016808,Training,8 weeks of training or control time,Female,90259016808,8,6.319478226979513,-2.729453106210426
Liver,RP-pos,ST002680,bio_90265016808,Control,8 weeks of training or control time,Female,90265016808,0,7.6081083429972916,-7.518006145559551
Liver,RP-pos,ST002680,bio_90266016808,Control,8 weeks of training or control time,Female,90266016808,0,4.710938498687722,-6.756274724787331
Liver,RP-pos,ST002680,bio_90267016808,Training,8 weeks of training or control time,Female,90267016808,8,2.0708614212036336,1.9513230500800398
Liver,RP-pos,ST002680,bio_90280016808,Training,4 weeks of training,Male,90280016808,4,0.0,nan
Liver,RP-pos,ST002680,bio_90281016808,Training,4 weeks of training,Male,90281016808,4,3.375810582987411,-8.846647661029206
Liver,RP-pos,ST002680,bio_90283016808,Training,4 weeks of training,Male,90283016808,4,0.0,nan
Liver,RP-pos,ST002680,bio_90289016808,Training,4 weeks of training,Male,90289016808,4,7.509310920206712,0.879775830348549
Liver,RP-pos,ST002680,bio_90292016808,Training,4 weeks of training,Male,90292016808,4,2.219224125162783,-8.789767509815245
Liver,RP-pos,ST002680,bio_90406016808,Training,4 weeks of training,Female,90406016808,4,6.459731749471019,-6.415907963349396
Liver,RP-pos,ST002680,bio_90410016808,Training,4 weeks of training,Female,90410016808,4,0.0,nan
Liver,RP-pos,ST002680,bio_90412016808,Training,4 weeks of training,Female,90412016808,4,0.9235308336894057,-0.7576511905109552
Liver,RP-pos,ST002680,bio_90416016808,Training,4 weeks of training,Female,90416016808,4,0.0,nan
Liver,RP-pos,ST002680,bio_90420016808,Training,4 weeks of training,Female,90420016808,4,0.0,nan
Liver,RP-pos,ST002680,bio_90421016808,Training,1 week of training or control time,Male,90421016808,1,12.401844706726102,-8.618046480417775
Liver,RP-pos,ST002680,bio_90422016808,Training,1 week of training or control time,Male,90422016808,1,13.75244398473098,-5.617911662513806
Liver,RP-pos,ST002680,bio_90423016808,Training,1 week of training or control time,Male,90423016808,1,6.624766365051245,-8.165744091242605
Liver,RP-pos,ST002680,bio_90426016808,Training,1 week of training or control time,Male,90426016808,1,11.184600182596803,-4.542545021901003
Liver,RP-pos,ST002680,bio_90430016808,Training,1 week of training or control time,Male,90430016808,1,8.986348432922453,-6.3726669396739375
Liver,RP-pos,ST002680,bio_90439016808,Training,2 weeks of training,Male,90439016808,2,1.771815224711118,0.9273589925402445
Liver,RP-pos,ST002680,bio_90441016808,Training,2 weeks of training,Male,90441016808,2,8.082854578145378,-7.332078068503264
Liver,RP-pos,ST002680,bio_90444016808,Training,2 weeks of training,Male,90444016808,2,16.402198374939047,-8.207956217562101
Liver,RP-pos,ST002680,bio_90449016808,Training,2 weeks of training,Male,90449016808,2,10.61035462824497,0.32395202480338
Liver,RP-pos,ST002680,bio_90450016808,Training,2 weeks of training,Male,90450016808,2,8.377467571004315,-1.391910904919057
Liver,RP-pos,ST002680,bio_90559016808,Training,1 week of training or control time,Female,90559016808,1,4.099665402221721,-5.835039367758647
Liver,RP-pos,ST002680,bio_90560016808,Training,1 week of training or control time,Female,90560016808,1,1.7780009550730447,-4.1108037473381565
Liver,RP-pos,ST002680,bio_90564016808,Training,1 week of training or control time,Female,90564016808,1,1.9489352503458854,-1.1979264467757575
Liver,RP-pos,ST002680,bio_90567016808,Training,1 week of training or control time,Female,90567016808,1,0.0,nan
Liver,RP-pos,ST002680,bio_90571016808,Training,1 week of training or control time,Female,90571016808,1,11.889383627573752,-2.979120305858592
Liver,RP-pos,ST002680,bio_90576016808,Training,2 weeks of training,Female,90576016808,2,2.3121191192627184,-4.396188490842367
Liver,RP-pos,ST002680,bio_90578016808,Training,2 weeks of training,Female,90578016808,2,0.0,nan
Liver,RP-pos,ST002680,bio_90581016808,Training,2 weeks of training,Female,90581016808,2,2.246178927103701,0.16593883975574955
Liver,RP-pos,ST002680,bio_90585016808,Training,2 weeks of training,Female,90585016808,2,2.67399326985678,5.619514446692848
Liver,RP-pos,ST002680,bio_90587016808,Training,2 weeks of training,Female,90587016808,2,3.2484946192423827,-7.26259201886589
Liver,RP-pos,ST002680,blank_0,Blank,,,blank_0,,0.0,nan
Liver,RP-pos,ST002680,blank_1,Blank,,,blank_1,,2.2994877756754173,8.399238108972828
Liver,RP-pos,ST002680,blank_2,Blank,,,blank_2,,0.0,nan
Liver,RP-pos,ST002680,blank_3,Blank,,,blank_3,,0.0,nan
Liver,RP-pos,ST002680,blank_4,Blank,,,blank_4,,0.0,nan
Lung,RP-neg,ST002672,bio_90217016606,Control,8 weeks of training or control time,Male,90217016606,0,1.8637821825663434,-8.864214912396157
Lung,RP-neg,ST002672,bio_90218016606,Training,8 weeks of training or control time,Male,90218016606,8,2.7639538630167184,-2.8409210419977797
Lung,RP-neg,ST002672,bio_90222016606,Training,8 weeks of training or control time,Male,90222016606,8,1.9746493288676144,-4.709704828289034
Lung,RP-neg,ST002672,bio_90223016606,Training,8 weeks of training or control time,Male,90223016606,8,3.1992770996093216,-3.1847877619554237
Lung,RP-neg,ST002672,bio_90225016606,Training,8 weeks of training or control time,Male,90225016606,8,2.4398914235432536,-2.907821808084662
Lung,RP-neg,ST002672,bio_90227016606,Training,8 weeks of training or control time,Male,90227016606,8,3.54989358367914,-6.760746466218575
Lung,RP-neg,ST002672,bio_90229016606,Control,8 weeks of training or control time,Male,90229016606,0,4.892838044230192,-4.472452330918677
Lung,RP-neg,ST002672,bio_90232016606,Control,8 weeks of training or control time,Male,90232016606,0,14.733130962880534,-8.158813652244309
Lung,RP-neg,ST002672,bio_90237016606,Control,8 weeks of training or control time,Male,90237016606,0,10.952344931030272,-1.724749948922756
Lung,RP-neg,ST002672,bio_90239016606,Control,8 weeks of training or control time,Male,90239016606,0,0.0,nan
Lung,RP-neg,ST002672,bio_90245016606,Control,8 weeks of training or control time,Female,90245016606,0,2.639411728922482,0.7204067995477546
Lung,RP-neg,ST002672,bio_90248016606,Control,8 weeks of training or control time,Female,90248016606,0,1.8061542154947616,-8.438499799903223
Lung,RP-neg,ST002672,bio_90251016606,Training,8 weeks of training or control time,Female,90251016606,8,0.0,nan
Lung,RP-neg,ST002672,bio_90252016606,Control,8 weeks of training or control time,Female,90252016606,0,7.574708985900955,5.936454314400629
Lung,RP-neg,ST002672,bio_90254016606,Training,8 weeks of training or control time,Female,90254016606,8,2.1874582046508424,-1.1474072892302454
Lung,RP-neg,ST002672,bio_90258016606,Training,8 weeks of training or control time,Female,90258016606,8,0.0,nan
Lung,RP-neg,ST002672,bio_90259016606,Training,8 weeks of training or control time,Female,90259016606,8,3.6871789891561244,-4.674362509775427
Lung,RP-neg,ST002672,bio_90265016606,Control,8 weeks of training or control time,Female,90265016606,0,1.8767152997334484,-4.7971355558555375
Lung,RP-neg,ST002672,bio_90266016606,Control,8 weeks of training or control time,Female,90266016606,0,1.9257636586507356,3.446923305583188
Lung,RP-neg,ST002672,bio_90267016606,Training,8 weeks of training or control time,Female,90267016606,8,5.037682129160561,2.0931928843797882
Lung,RP-neg,ST002672,bio_90280016606,Training,4 weeks of training,Male,90280016606,4,6.3203402740478625,7.059187637355319
Lung,RP-neg,ST002672,bio_90281016606,Training,4 weeks of training,Male,90281016606,4,2.1245998339335337,0.5354634430222238
Lung,RP-neg,ST002672,bio_90283016606,Training,4 weeks of training,Male,90283016606,4,6.583932643381692,-8.788756004785196
Lung,RP-neg,ST002672,bio_90289016606,Training,4 weeks of training,Male,90289016606,4,2.663222908019975,-8.429890648830266
Lung,RP-neg,ST002672,bio_90292016606,Training,4 weeks of training,Male,90292016606,4,5.153571686299694,-0.909443877353947
Lung,RP-neg,ST002672,bio_90406016606,Training,4 weeks of training,Female,90406016606,4,5.830011759440007,-1.2667301143110228
Lung,RP-neg,ST002672,bio_90410016606,Training,4 weeks of training,Female,90410016606,4,3.272635744222038,5.353435636181683
Lung,RP-neg,ST002672,bio_90412016606,Training,4 weeks of training,Female,90412016606,4,7.454446503702875,7.278509018901851
Lung,RP-neg,ST002672,bio_90416016606,Training,4 weeks of training,Female,90416016606,4,5.044433456420815,-4.367504594657139
Lung,RP-neg,ST002672,bio_90420016606,Training,4 weeks of training,Female,90420016606,4,5.669956534830728,-4.809214106362524
Lung,RP-neg,ST002672,bio_90421016606,Training,1 week of training or control time,Male,90421016606,1,13.159559417724488,-3.887284423367614
Lung,RP-neg,ST002672,bio_90422016606,Training,1 week of training or control time,Male,90422016606,1,7.5506587229410975,-4.20670784097172
Lung,RP-neg,ST002672,bio_90423016606,Training,1 week of training or control time,Male,90423016606,1,8.587402237447124,0.9704113279224701
Lung,RP-neg,ST002672,bio_90426016606,Training,1 week of training or control time,Male,90426016606,1,8.557276147969537,-9.325587385166205
Lung,RP-neg,ST002672,bio_90430016606,Training,1 week of training or control time,Male,90430016606,1,4.269565069834368,-0.7736796349766843
Lung,RP-neg,ST002672,bio_90439016606,Training,2 weeks of training,Male,90439016606,2,6.64030821202585,-4.529947919245098
Lung,RP-neg,ST002672,bio_90441016606,Training,2 weeks of training,Male,90441016606,2,5.54026597595211,0.11152257560297192
Lung,RP-neg,ST002672,bio_90444016606,Training,2 weeks of training,Male,90444016606,2,6.044505262756298,-2.726569941434614
Lung,RP-neg,ST002672,bio_90449016606,Training,2 weeks of training,Male,90449016606,2,2.1204110440572315,-2.8749954962491597
Lung,RP-neg,ST002672,bio_90450016606,Training,2 weeks of training,Male,90450016606,2,5.6578226481118845,0.6341960945895301
Lung,RP-neg,ST002672,bio_90559016606,Training,1 week of training or control time,Female,90559016606,1,4.247007050577842,-7.196681649680214
Lung,RP-neg,ST002672,bio_90560016606,Training,1 week of training or control time,Female,90560016606,1,4.0868513193766685,8.016365004338025
Lung,RP-neg,ST002672,bio_90564016606,Training,1 week of training or control time,Female,90564016606,1,2.2739903193155544,0.8397426580814052
Lung,RP-neg,ST002672,bio_90567016606,Training,1 week of training or control time,Female,90567016606,1,15.330334405517535,0.38931230362230346
Lung,RP-neg,ST002672,bio_90571016606,Training,1 week of training or control time,Female,90571016606,1,1.9849836146036983,-2.360083347646878
Lung,RP-neg,ST002672,bio_90576016606,Training,2 weeks of training,Female,90576016606,2,4.490995431518536,-3.7632081768216477
Lung,RP-neg,ST002672,bio_90578016606,Training,2 weeks of training,Female,90578016606,2,2.978697363789906,-1.3793479635526837
Lung,RP-neg,ST002672,bio_90581016606,Training,2 weeks of training,Female,90581016606,2,9.389750420633915,1.2784048480809531
Lung,RP-neg,ST002672,bio_90585016606,Training,2 weeks of training,Female,90585016606,2,5.53224879862473,-5.119713198467418
Lung,RP-neg,ST002672,bio_90587016606,Training,2 weeks of training,Female,90587016606,2,3.9913125704447268,-9.937426976150752
Lung,RP-neg,ST002672,blank_0,Blank,,,blank_0,,1.8973067146300953,2.903621631931042
Lung,RP-neg,ST002672,blank_1,Blank,,,blank_1,,0.0,nan
Lung,RP-neg,ST002672,blank_2,Blank,,,blank_2,,0.0,nan
Lung,RP-neg,ST002672,blank_3,Blank,,,blank_3,,0.0,nan
Plasma,RP-pos,ST002633,bio_90217013105,Control,8 weeks of training or control time,Male,90217013105,0,3.4320110265096373,4.867323453121263
Plasma,RP-pos,ST002633,bio_90218013105,Training,8 weeks of training or control time,Male,90218013105,8,3.7537355456034716,8.758035255973084
Plasma,RP-pos,ST002633,bio_90222013105,Training,8 weeks of training or control time,Male,90222013105,8,0.0,nan
Plasma,RP-pos,ST002633,bio_90223013105,Training,8 weeks of training or control time,Male,90223013105,8,2.9091947713216437,5.303284141699007
Plasma,RP-pos,ST002633,bio_90225013105,Training,8 weeks of training or control time,Male,90225013105,8,5.514930700683597,-5.131872912934205
