tissue,platform,study_id,tag,group,timepoint,sex,animal,weeks,area,ppm
Heart,RP-neg,ST002916,bio_90266015807,Control,8 weeks of training or control time,Female,90266015807,0,2.766305869547554,-5.245972553185038
Heart,RP-neg,ST002916,bio_90267015807,Training,8 weeks of training or control time,Female,90267015807,8,10.836098239135715,1.045610699646966
Heart,RP-neg,ST002916,bio_90280015807,Training,4 weeks of training,Male,90280015807,4,8.529722494252457,-0.17182403570211796
Heart,RP-neg,ST002916,bio_90281015807,Training,4 weeks of training,Male,90281015807,4,8.61744863230392,-7.871282204788608
Heart,RP-neg,ST002916,bio_90283015807,Training,4 weeks of training,Male,90283015807,4,6.531372898864637,-2.1495932562497386
Heart,RP-neg,ST002916,bio_90289015807,Training,4 weeks of training,Male,90289015807,4,2.015818072509732,9.228735085034963
Heart,RP-neg,ST002916,bio_90292015807,Training,4 weeks of training,Male,90292015807,4,5.44717301432288,3.154631807497562
Heart,RP-neg,ST002916,bio_90406015807,Training,4 weeks of training,Female,90406015807,4,5.772132398986809,-5.862513641892694
Heart,RP-neg,ST002916,bio_90410015807,Training,4 weeks of training,Female,90410015807,4,5.917891576131244,-8.137105670964079
Heart,RP-neg,ST002916,bio_90412015807,Training,4 weeks of training,Female,90412015807,4,9.295359147898266,0.14559791768354044
Heart,RP-neg,ST002916,bio_90416015807,Training,4 weeks of training,Female,90416015807,4,2.492953066508,-9.246113831097277
Heart,RP-neg,ST002916,bio_90420015807,Training,4 weeks of training,Female,90420015807,4,0.0,nan
Heart,RP-neg,ST002916,bio_90421015807,Training,1 week of training or control time,Male,90421015807,1,0.0,nan
Heart,RP-neg,ST002916,bio_90422015807,Training,1 week of training or control time,Male,90422015807,1,0.0,nan
Heart,RP-neg,ST002916,bio_90423015807,Training,1 week of training or control time,Male,90423015807,1,0.0,nan
Heart,RP-neg,ST002916,bio_90426015807,Training,1 week of training or control time,Male,90426015807,1,12.218198206075018,-1.1483958338824765
Heart,RP-neg,ST002916,bio_90430015807,Training,1 week of training or control time,Male,90430015807,1,4.191776530202244,-2.5793909031347897
Heart,RP-neg,ST002916,bio_90439015807,Training,2 weeks of training,Male,90439015807,2,10.137542559814555,2.5652872354359335
Heart,RP-neg,ST002916,bio_90441015807,Training,2 weeks of training,Male,90441015807,2,4.860091930643702,2.5555558474421143
Heart,RP-neg,ST002916,bio_90444015807,Training,2 weeks of training,Male,90444015807,2,2.7830178822834823,-4.816073433262326
Heart,RP-neg,ST002916,bio_90449015807,Training,2 weeks of training,Male,90449015807,2,5.853607074483181,8.431122307839521
Heart,RP-neg,ST002916,bio_90450015807,Training,2 weeks of training,Male,90450015807,2,11.161375545756018,-1.6471965617272089
Heart,RP-neg,ST002916,bio_90559015807,Training,1 week of training or control time,Female,90559015807,1,11.072920608011913,1.601021514005938
Heart,RP-neg,ST002916,bio_90560015807,Training,1 week of training or control time,Female,90560015807,1,14.482239379374176,-6.091857459657872
Heart,RP-neg,ST002916,bio_90564015807,Training,1 week of training or control time,Female,90564015807,1,0.0,nan
Heart,RP-neg,ST002916,bio_90567015807,Training,1 week of training or control time,Female,90567015807,1,15.173866178385468,1.4769655728057223
Heart,RP-neg,ST002916,bio_90571015807,Training,1 week of training or control time,Female,90571015807,1,0.0,nan
Heart,RP-neg,ST002916,bio_90576015807,Training,2 weeks of training,Female,90576015807,2,16.35044117787675,3.5355713035476763
Heart,RP-neg,ST002916,bio_90578015807,Training,2 weeks of training,Female,90578015807,2,4.5695725509642795,-2.5942845257325686
Heart,RP-neg,ST002916,bio_90581015807,Training,2 weeks of training,Female,90581015807,2,6.639882835642506,-4.3681184404804965
Heart,RP-neg,ST002916,bio_90585015807,Training,2 weeks of training,Female,90585015807,2,6.381009961446191,6.856847164829161
Heart,RP-neg,ST002916,bio_90587015807,Training,2 weeks of training,Female,90587015807,2,3.558358725992874,-6.711349988732414
Heart,RP-neg,ST002916,blank_0,Blank,,,blank_0,,2.7267755610147657,-1.99407986716552
Heart,RP-neg,ST002916,blank_1,Blank,,,blank_1,,0.0,nan
Heart,RP-neg,ST002916,blank_2,Blank,,,blank_2,,0.0,nan
Heart,RP-neg,ST002916,blank_3,Blank,,,blank_3,,0.0,nan
Heart,RP-neg,ST002916,blank_4,Blank,,,blank_4,,0.0,nan
Heart,RP-pos,ST002653,bio_90217015807,Control,8 weeks of training or control time,Male,90217015807,0,2.0459242383320784,-7.566408692994152
Heart,RP-pos,ST002653,bio_90218015807,Training,8 weeks of training or control time,Male,90218015807,8,8.960046529897081,-9.553704596802385
Heart,RP-pos,ST002653,bio_90222015807,Training,8 weeks of training or control time,Male,90222015807,8,3.531184129333437,-3.8609182831316917
Heart,RP-pos,ST002653,bio_90223015807,Training,8 weeks of training or control time,Male,90223015807,8,3.211777480061881,-1.1721354293961586
Heart,RP-pos,ST002653,bio_90225015807,Training,8 weeks of training or control time,Male,90225015807,8,7.865768790562956,-5.568217018057358
Heart,RP-pos,ST002653,bio_90227015807,Training,8 weeks of training or control time,Male,90227015807,8,0.0,nan
Heart,RP-pos,ST002653,bio_90229015807,Control,8 weeks of training or control time,Male,90229015807,0,3.203143811543789,5.101579211946917
Heart,RP-pos,ST002653,bio_90232015807,Control,8 weeks of training or control time,Male,90232015807,0,4.0477081896464435,5.71219185532186
Heart,RP-pos,ST002653,bio_90237015807,Control,8 weeks of training or control time,Male,90237015807,0,1.0848757659911927,-7.264092086758748
Heart,RP-pos,ST002653,bio_90239015807,Control,8 weeks of training or control time,Male,90239015807,0,3.9375377171834103,-8.01317284970538
Heart,RP-pos,ST002653,bio_90245015807,Control,8 weeks of training or control time,Female,90245015807,0,0.0,nan
Heart,RP-pos,ST002653,bio_90248015807,Control,8 weeks of training or control time,Female,90248015807,0,1.79816073239645,1.5889170097503498
Heart,RP-pos,ST002653,bio_90251015807,Training,8 weeks of training or control time,Female,90251015807,8,2.3640301645914796,-6.282208035572126
Heart,RP-pos,ST002653,bio_90252015807,Control,8 weeks of training or control time,Female,90252015807,0,3.3781463460286485,3.8727572513011053
Heart,RP-pos,ST002653,bio_90254015807,Training,8 weeks of training or control time,Female,90254015807,8,5.813693905131,-7.495020469926333
Heart,RP-pos,ST002653,bio_90258015807,Training,8 weeks of training or control time,Female,90258015807,8,2.43027396062216,-6.3385620086378305
Heart,RP-pos,ST002653,bio_90259015807,Training,8 weeks of training or control time,Female,90259015807,8,5.734397863260851,4.452220478009529
Heart,RP-pos,ST002653,bio_90265015807,Control,8 weeks of training or control time,Female,90265015807,0,3.9125812159220343,1.5183036376458237
Heart,RP-pos,ST002653,bio_90266015807,Control,8 weeks of training or control time,Female,90266015807,0,4.137644330596912,-5.2578927537743
Heart,RP-pos,ST002653,bio_90267015807,Training,8 weeks of training or control time,Female,90267015807,8,4.702408763122653,-7.549489056232328
Heart,RP-pos,ST002653,bio_90280015807,Training,4 weeks of training,Male,90280015807,4,2.1330552047729134,4.291829508493835
Heart,RP-pos,ST002653,bio_90281015807,Training,4 weeks of training,Male,90281015807,4,6.572870129013051,2.2629689965000206
Heart,RP-pos,ST002653,bio_90283015807,Training,4 weeks of training,Male,90283015807,4,2.1457624359131073,-1.4242163123245473
Heart,RP-pos,ST002653,bio_90289015807,Training,4 weeks of training,Male,90289015807,4,2.962416311136911,-5.444497782366548
Heart,RP-pos,ST002653,bio_90292015807,Training,4 weeks of training,Male,90292015807,4,4.296211879984581,-3.488454757423466
Heart,RP-pos,ST002653,bio_90406015807,Training,4 weeks of training,Female,90406015807,4,0.0,nan
Heart,RP-pos,ST002653,bio_90410015807,Training,4 weeks of training,Female,90410015807,4,2.508205957031275,2.3767538467168436
Heart,RP-pos,ST002653,bio_90412015807,Training,4 weeks of training,Female,90412015807,4,0.0,nan
Heart,RP-pos,ST002653,bio_90416015807,Training,4 weeks of training,Female,90416015807,4,1.696497716776547,3.177698329801988
Heart,RP-pos,ST002653,bio_90420015807,Training,4 weeks of training,Female,90420015807,4,3.8536319913228603,-5.07420551397614
Heart,RP-pos,ST002653,bio_90421015807,Training,1 week of training or control time,Male,90421015807,1,2.407699619038924,-0.913543938882858
Heart,RP-pos,ST002653,bio_90422015807,Training,1 week of training or control time,Male,90422015807,1,2.1877023646037,-2.1837112273590353
Heart,RP-pos,ST002653,bio_90423015807,Training,1 week of training or control time,Male,90423015807,1,0.0,nan
Heart,RP-pos,ST002653,bio_90426015807,Training,1 week of training or control time,Male,90426015807,1,2.934920905558219,7.917877221774971
Heart,RP-pos,ST002653,bio_90430015807,Training,1 week of training or control time,Male,90430015807,1,0.0,nan
Heart,RP-pos,ST002653,bio_90439015807,Training,2 weeks of training,Male,90439015807,2,15.93651307411202,-8.779414302319609
Heart,RP-pos,ST002653,bio_90441015807,Training,2 weeks of training,Male,90441015807,2,5.7523133669535635,4.298868202516702
Heart,RP-pos,ST002653,bio_90444015807,Training,2 weeks of training,Male,90444015807,2,6.918961849466903,5.868933408969826
Heart,RP-pos,ST002653,bio_90449015807,Training,2 weeks of training,Male,90449015807,2,0.0,nan
Heart,RP-pos,ST002653,bio_90450015807,Training,2 weeks of training,Male,90450015807,2,4.964063930002879,-4.142870594061594
Heart,RP-pos,ST002653,bio_90559015807,Training,1 week of training or control time,Female,90559015807,1,1.8311377264658673,-8.827643161492036
Heart,RP-pos,ST002653,bio_90560015807,Training,1 week of training or control time,Female,90560015807,1,3.7885238338469827,-8.908731879272217
Heart,RP-pos,ST002653,bio_90564015807,Training,1 week of training or control time,Female,90564015807,1,4.312687093098886,-5.732581331289973
Heart,RP-pos,ST002653,bio_90567015807,Training,1 week of training or control time,Female,90567015807,1,3.6565513314564297,4.38006948611285
Heart,RP-pos,ST002653,bio_90571015807,Training,1 week of training or control time,Female,90571015807,1,2.0120126543681027,7.827804149929264
Heart,RP-pos,ST002653,bio_90576015807,Training,2 weeks of training,Female,90576015807,2,5.232663521321586,1.9910978873597027
Heart,RP-pos,ST002653,bio_90578015807,Training,2 weeks of training,Female,90578015807,2,6.524351015981104,9.178365133371823
Heart,RP-pos,ST002653,bio_90581015807,Training,2 weeks of training,Female,90581015807,2,10.855738299560587,0.03974059083844758
Heart,RP-pos,ST002653,bio_90585015807,Training,2 weeks of training,Female,90585015807,2,6.306524617767285,6.386021623425253
Heart,RP-pos,ST002653,bio_90587015807,Training,2 weeks of training,Female,90587015807,2,15.601738766733828,-8.364147481791044
Heart,RP-pos,ST002653,blank_0,Blank,,,blank_0,,0.0,nan
Heart,RP-pos,ST002653,blank_1,Blank,,,blank_1,,2.076826486969001,8.811209274161133
Heart,RP-pos,ST002653,blank_2,Blank,,,blank_2,,1.7190389849345062,2.5821148170991695
Heart,RP-pos,ST002653,blank_3,Blank,,,blank_3,,0.0,nan
Heart,RP-pos,ST002653,blank_4,Blank,,,blank_4,,0.0,nan
Hippocampus,RP-neg,ST002638,bio_90217015206,Control,8 weeks of training or control time,Male,90217015206,0,47.34764597473138,-1.612762281922675
Hippocampus,RP-neg,ST002638,bio_90218015206,Training,8 weeks of training or control time,Male,90218015206,8,34.841041006469666,1.3731334675343483
Hippocampus,RP-neg,ST002638,bio_90222015206,Training,8 weeks of training or control time,Male,90222015206,8,53.013444332885776,-3.159526489388345
Hippocampus,RP-neg,ST002638,bio_90223015206,Training,8 weeks of training or control time,Male,90223015206,8,45.56876779632567,2.141776635442461
Hippocampus,RP-neg,ST002638,bio_90225015206,Training,8 weeks of training or control time,Male,90225015206,8,43.778177872594256,-2.329375870807799
Hippocampus,RP-neg,ST002638,bio_90227015206,Training,8 weeks of training or control time,Male,90227015206,8,45.52561835683183,-4.118394026608812
Hippocampus,RP-neg,ST002638,bio_90229015206,Control,8 weeks of training or control time,Male,90229015206,0,48.65852125854492,-7.585444191892877
Hippocampus,RP-neg,ST002638,bio_90232015206,Control,8 weeks of training or control time,Male,90232015206,0,35.11134444681815,-5.918087640411362
Hippocampus,RP-neg,ST002638,bio_90237015206,Control,8 weeks of training or control time,Male,90237015206,0,51.920225388081825,-2.3910029212812947
Hippocampus,RP-neg,ST002638,bio_90239015206,Control,8 weeks of training or control time,Male,90239015206,0,41.7016398709615,2.2266998699807647
Hippocampus,RP-neg,ST002638,bio_90245015206,Control,8 weeks of training or control time,Female,90245015206,0,52.95670900675444,-3.725070988514621
Hippocampus,RP-neg,ST002638,bio_90248015206,Control,8 weeks of training or control time,Female,90248015206,0,45.52483816172277,2.0269529025319204
Hippocampus,RP-neg,ST002638,bio_90251015206,Training,8 weeks of training or control time,Female,90251015206,8,30.541179163614927,-5.015626030283318
Hippocampus,RP-neg,ST002638,bio_90252015206,Control,8 weeks of training or control time,Female,90252015206,0,38.47006170399993,-4.542823435431815
Hippocampus,RP-neg,ST002638,bio_90254015206,Training,8 weeks of training or control time,Female,90254015206,8,37.082665610758596,-4.347182443473342
Hippocampus,RP-neg,ST002638,bio_90258015206,Training,8 weeks of training or control time,Female,90258015206,8,30.556059022521836,1.5712373086171383
Hippocampus,RP-neg,ST002638,bio_90259015206,Training,8 weeks of training or control time,Female,90259015206,8,29.806040449015338,-0.5859518590392992
Hippocampus,RP-neg,ST002638,bio_90265015206,Control,8 weeks of training or control time,Female,90265015206,0,49.29705612386061,1.4450971906235857
Hippocampus,RP-neg,ST002638,bio_90266015206,Control,8 weeks of training or control time,Female,90266015206,0,34.07379005508443,2.4400733298644672
Hippocampus,RP-neg,ST002638,bio_90267015206,Training,8 weeks of training or control time,Female,90267015206,8,39.899693607584624,3.4705574433033672
Hippocampus,RP-neg,ST002638,bio_90280015206,Training,4 weeks of training,Male,90280015206,4,49.24227496490488,-4.308709977638789
Hippocampus,RP-neg,ST002638,bio_90281015206,Training,4 weeks of training,Male,90281015206,4,45.03844450556451,-8.59373880390198
Hippocampus,RP-neg,ST002638,bio_90283015206,Training,4 weeks of training,Male,90283015206,4,50.62809969991024,2.749061388936713
Hippocampus,RP-neg,ST002638,bio_90289015206,Training,4 weeks of training,Male,90289015206,4,56.5052724009195,-2.561340348583183
Hippocampus,RP-neg,ST002638,bio_90292015206,Training,4 weeks of training,Male,90292015206,4,42.2974161707561,-2.7244716021104423
Hippocampus,RP-neg,ST002638,bio_90410015206,Training,4 weeks of training,Female,90410015206,4,40.82654991505934,3.882748635983077
Hippocampus,RP-neg,ST002638,bio_90412015206,Training,4 weeks of training,Female,90412015206,4,30.33502434450788,-2.4866664265557437
Hippocampus,RP-neg,ST002638,bio_90416015206,Training,4 weeks of training,Female,90416015206,4,28.52353228403724,-1.5453071442150856
Hippocampus,RP-neg,ST002638,bio_90420015206,Training,4 weeks of training,Female,90420015206,4,30.557881011199793,-1.9236911545016102
Hippocampus,RP-neg,ST002638,bio_90421015206,Training,1 week of training or control time,Male,90421015206,1,55.450455720011405,4.23940487885817
Hippocampus,RP-neg,ST002638,bio_90422015206,Training,1 week of training or control time,Male,90422015206,1,49.27600762430824,-7.941989777423262
Hippocampus,RP-neg,ST002638,bio_90423015206,Training,1 week of training or control time,Male,90423015206,1,50.89783502705921,-2.6493667866624055
Hippocampus,RP-neg,ST002638,bio_90426015206,Training,1 week of training or control time,Male,90426015206,1,35.705730513000496,0.8641686556508914
Hippocampus,RP-neg,ST002638,bio_90430015206,Training,1 week of training or control time,Male,90430015206,1,42.98190933456416,5.241727371133995
Hippocampus,RP-neg,ST002638,bio_90439015206,Training,2 weeks of training,Male,90439015206,2,51.53665187886545,-0.36695153157534777
Hippocampus,RP-neg,ST002638,bio_90441015206,Training,2 weeks of training,Male,90441015206,2,44.68557614084877,-1.8783809743587225
Hippocampus,RP-neg,ST002638,bio_90444015206,Training,2 weeks of training,Male,90444015206,2,47.16857916056304,-8.821981517127506
Hippocampus,RP-neg,ST002638,bio_90449015206,Training,2 weeks of training,Male,90449015206,2,44.18798602498378,3.482275344712863
Hippocampus,RP-neg,ST002638,bio_90450015206,Training,2 weeks of training,Male,90450015206,2,33.70526804250075,-1.702123653469286
Hippocampus,RP-neg,ST002638,bio_90559015206,Training,1 week of training or control time,Female,90559015206,1,36.7935569310506,5.796642521833176
Hippocampus,RP-neg,ST002638,bio_90560015206,Training,1 week of training or control time,Female,90560015206,1,56.257966022745684,0.7842211255126369
Hippocampus,RP-neg,ST002638,bio_90564015206,Training,1 week of training or control time,Female,90564015206,1,53.96188840243036,-4.182093544281428
Hippocampus,RP-neg,ST002638,bio_90567015206,Training,1 week of training or control time,Female,90567015206,1,32.862104037475476,-1.9794759839818634
Hippocampus,RP-neg,ST002638,bio_90571015206,Training,1 week of training or control time,Female,90571015206,1,34.286296553039534,-3.078302694739326
Hippocampus,RP-neg,ST002638,bio_90576015206,Training,2 weeks of training,Female,90576015206,2,61.646861975606235,-4.181983310205525
Hippocampus,RP-neg,ST002638,bio_90578015206,Training,2 weeks of training,Female,90578015206,2,36.77969831568402,-0.10627233828637718
Hippocampus,RP-neg,ST002638,bio_90581015206,Training,2 weeks of training,Female,90581015206,2,47.17326834716822,-5.84235574163686
Hippocampus,RP-neg,ST002638,bio_90585015206,Training,2 weeks of training,Female,90585015206,2,41.090086828104695,-1.7765973681487315
Hippocampus,RP-neg,ST002638,bio_90587015206,Training,2 weeks of training,Female,90587015206,2,39.1068542966208,2.5422226628326063
Hippocampus,RP-neg,ST002638,blank_0,Blank,,,blank_0,,0.0,nan
Hippocampus,RP-neg,ST002638,blank_1,Blank,,,blank_1,,0.0,nan
Hippocampus,RP-neg,ST002638,blank_2,Blank,,,blank_2,,0.0,nan
Hippocampus,RP-neg,ST002638,blank_3,Blank,,,blank_3,,0.0,nan
Hippocampus,RP-pos,ST002639,bio_90217015206,Control,8 weeks of training or control time,Male,90217015206,0,18.57826684773766,4.071817980507526
Hippocampus,RP-pos,ST002639,bio_90218015206,Training,8 weeks of training or control time,Male,90218015206,8,4.863815369923958,-1.8226440243170376
Hippocampus,RP-pos,ST002639,bio_90222015206,Training,8 weeks of training or control time,Male,90222015206,8,9.26158421173094,5.237387909417264
Hippocampus,RP-pos,ST002639,bio_90223015206,Training,8 weeks of training or control time,Male,90223015206,8,3.655901896158793,-5.394894999493071
Hippocampus,RP-pos,ST002639,bio_90225015206,Training,8 weeks of training or control time,Male,90225015206,8,9.73348282750444,-0.8006118869430963
Hippocampus,RP-pos,ST002639,bio_90227015206,Training,8 weeks of training or control time,Male,90227015206,8,15.506572332763646,1.2636368717770798
Hippocampus,RP-pos,ST002639,bio_90229015206,Control,8 weeks of training or control time,Male,90229015206,0,5.119352960968035,-6.9037698737122435
Hippocampus,RP-pos,ST002639,bio_90232015206,Control,8 weeks of training or control time,Male,90232015206,0,4.852521956888883,-9.418522148636079
Hippocampus,RP-pos,ST002639,bio_90237015206,Control,8 weeks of training or control time,Male,90237015206,0,2.892885449473073,0.8280375429859089
Hippocampus,RP-pos,ST002639,bio_90239015206,Control,8 weeks of training or control time,Male,90239015206,0,7.322607789230309,4.054712639835449
Hippocampus,RP-pos,ST002639,bio_90245015206,Control,8 weeks of training or control time,Female,90245015206,0,3.689486965688043,-6.777722226177552
Hippocampus,RP-pos,ST002639,bio_90248015206,Control,8 weeks of training or control time,Female,90248015206,0,0.0,nan
Hippocampus,RP-pos,ST002639,bio_90251015206,Training,8 weeks of training or control time,Female,90251015206,8,7.442063380940748,-4.350102668931853
Hippocampus,RP-pos,ST002639,bio_90252015206,Control,8 weeks of training or control time,Female,90252015206,0,4.666482732645651,-1.7132988558583542
Hippocampus,RP-pos,ST002639,bio_90254015206,Training,8 weeks of training or control time,Female,90254015206,8,0.0,nan
Hippocampus,RP-pos,ST002639,bio_90258015206,Training,8 weeks of training or control time,Female,90258015206,8,0.0,nan
Hippocampus,RP-pos,ST002639,bio_90259015206,Training,8 weeks of training or control time,Female,90259015206,8,3.7868208689372125,-9.444811675694112
Hippocampus,RP-pos,ST002639,bio_90265015206,Control,8 weeks of training or control time,Female,90265015206,0,6.184144705200189,-2.4043674489431286
Hippocampus,RP-pos,ST002639,bio_90266015206,Control,8 weeks of training or control time,Female,90266015206,0,4.965831971740699,5.0039447551812
Hippocampus,RP-pos,ST002639,bio_90267015206,Training,8 weeks of training or control time,Female,90267015206,8,4.372764527638751,2.0623688160828673
Hippocampus,RP-pos,ST002639,bio_90280015206,Training,4 weeks of training,Male,90280015206,4,0.0,nan
Hippocampus,RP-pos,ST002639,bio_90281015206,Training,4 weeks of training,Male,90281015206,4,5.9922461496987935,-1.0981103595077852
Hippocampus,RP-pos,ST002639,bio_90283015206,Training,4 weeks of training,Male,90283015206,4,0.0,nan
Hippocampus,RP-pos,ST002639,bio_90289015206,Training,4 weeks of training,Male,90289015206,4,3.152016666666614,-4.334201460610751
Hippocampus,RP-pos,ST002639,bio_90292015206,Training,4 weeks of training,Male,90292015206,4,8.644961169179238,-5.12625404636768
Hippocampus,RP-pos,ST002639,bio_90410015206,Training,4 weeks of training,Female,90410015206,4,11.239098105367013,-1.4084546809456857
Hippocampus,RP-pos,ST002639,bio_90412015206,Training,4 weeks of training,Female,90412015206,4,5.985906874084373,-0.8418939301480136
Hippocampus,RP-pos,ST002639,bio_90416015206,Training,4 weeks of training,Female,90416015206,4,9.475566552734382,-3.511980584201768
Hippocampus,RP-pos,ST002639,bio_90420015206,Training,4 weeks of training,Female,90420015206,4,4.925290632883626,-5.398692493126671
Hippocampus,RP-pos,ST002639,bio_90421015206,Training,1 week of training or control time,Male,90421015206,1,9.313187747700944,-9.205051266817735
Hippocampus,RP-pos,ST002639,bio_90422015206,Training,1 week of training or control time,Male,90422015206,1,2.0625571909586795,7.960673369729898
Hippocampus,RP-pos,ST002639,bio_90423015206,Training,1 week of training or control time,Male,90423015206,1,6.366787309010865,5.582860597339435
Hippocampus,RP-pos,ST002639,bio_90426015206,Training,1 week of training or control time,Male,90426015206,1,2.0025915489196313,-8.22565444177264
Hippocampus,RP-pos,ST002639,bio_90430015206,Training,1 week of training or control time,Male,90430015206,1,9.951570847574903,-2.7352681951389552
Hippocampus,RP-pos,ST002639,bio_90439015206,Training,2 weeks of training,Male,90439015206,2,10.281168509928403,7.58558983818297
Hippocampus,RP-pos,ST002639,bio_90441015206,Training,2 weeks of training,Male,90441015206,2,4.879850359090144,-8.034106117215101
Hippocampus,RP-pos,ST002639,bio_90444015206,Training,2 weeks of training,Male,90444015206,2,7.788179656982432,-7.512585717248565
Hippocampus,RP-pos,ST002639,bio_90449015206,Training,2 weeks of training,Male,90449015206,2,6.078743746948204,7.783519725561919
Hippocampus,RP-pos,ST002639,bio_90450015206,Training,2 weeks of training,Male,90450015206,2,2.8478984405517105,-8.754997338749007
Hippocampus,RP-pos,ST002639,bio_90559015206,Training,1 week of training or control time,Female,90559015206,1,2.7831757486978703,0.25557666935989726
Hippocampus,RP-pos,ST002639,bio_90560015206,Training,1 week of training or control time,Female,90560015206,1,2.2000509699503215,-8.542905007461338
Hippocampus,RP-pos,ST002639,bio_90564015206,Training,1 week of training or control time,Female,90564015206,1,0.0,nan
Hippocampus,RP-pos,ST002639,bio_90567015206,Training,1 week of training or control time,Female,90567015206,1,0.0,nan
Hippocampus,RP-pos,ST002639,bio_90571015206,Training,1 week of training or control time,Female,90571015206,1,6.3283843546549114,-9.982053155972956
Hippocampus,RP-pos,ST002639,bio_90576015206,Training,2 weeks of training,Female,90576015206,2,10.82176427968347,-9.02487476846451
Hippocampus,RP-pos,ST002639,bio_90578015206,Training,2 weeks of training,Female,90578015206,2,1.1810454729715787,-2.5674841466741407
Hippocampus,RP-pos,ST002639,bio_90581015206,Training,2 weeks of training,Female,90581015206,2,0.0,nan
Hippocampus,RP-pos,ST002639,bio_90585015206,Training,2 weeks of training,Female,90585015206,2,0.0,nan
Hippocampus,RP-pos,ST002639,bio_90587015206,Training,2 weeks of training,Female,90587015206,2,3.2303793212890084,7.165506609883529
Hippocampus,RP-pos,ST002639,blank_0,Blank,,,blank_0,,0.0,nan
Hippocampus,RP-pos,ST002639,blank_1,Blank,,,blank_1,,0.0,nan
Hippocampus,RP-pos,ST002639,blank_2,Blank,,,blank_2,,0.0,nan
Hippocampus,RP-pos,ST002639,blank_3,Blank,,,blank_3,,0.0,nan
Kidney,RP-neg,ST002915,bio_90217015906,Control,8 weeks of training or control time,Male,90217015906,0,6.649275252787239,-4.801314357656872
Kidney,RP-neg,ST002915,bio_90218015906,Training,8 weeks of training or control time,Male,90218015906,8,6.073613962809189,-5.38940280466486
Kidney,RP-neg,ST002915,bio_90222015906,Training,8 weeks of training or control time,Male,90222015906,8,3.0308011484782202,1.9609644516617863
Kidney,RP-neg,ST002915,bio_90223015906,Training,8 weeks of training or control time,Male,90223015906,8,3.5208983904519853,3.723524751941093
Kidney,RP-neg,ST002915,bio_90225015906,Training,8 weeks of training or control time,Male,90225015906,8,15.004393558756327,-8.920048029551667
Kidney,RP-neg,ST002915,bio_90227015906,Training,8 weeks of training or control time,Male,90227015906,8,12.33261972249348,-3.866501125035594
Kidney,RP-neg,ST002915,bio_90229015906,Control,8 weeks of training or control time,Male,90229015906,0,2.98104815419516,4.198927737812905
Kidney,RP-neg,ST002915,bio_90232015906,Control,8 weeks of training or control time,Male,90232015906,0,22.16975543975831,3.5129836673672474
Kidney,RP-neg,ST002915,bio_90237015906,Control,8 weeks of training or control time,Male,90237015906,0,9.734550736999466,2.1768687332336425
Kidney,RP-neg,ST002915,bio_90239015906,Control,8 weeks of training or control time,Male,90239015906,0,6.8047089508055505,-0.7814708171603214
Kidney,RP-neg,ST002915,bio_90245015906,Control,8 weeks of training or control time,Female,90245015906,0,8.912285226949146,-7.672909870676195
Kidney,RP-neg,ST002915,bio_90248015906,Control,8 weeks of training or control time,Female,90248015906,0,4.07442885691329,2.6181481872215113
Kidney,RP-neg,ST002915,bio_90251015906,Training,8 weeks of training or control time,Female,90251015906,8,0.0,nan
Kidney,RP-neg,ST002915,bio_90252015906,Control,8 weeks of training or control time,Female,90252015906,0,6.264272189585322,-3.781923688830798
Kidney,RP-neg,ST002915,bio_90254015906,Training,8 weeks of training or control time,Female,90254015906,8,7.135415738932303,-6.648374750795866
Kidney,RP-neg,ST002915,bio_90258015906,Training,8 weeks of training or control time,Female,90258015906,8,3.204934910074816,0.4370605531254132
Kidney,RP-neg,ST002915,bio_90259015906,Training,8 weeks of training or control time,Female,90259015906,8,2.1485839808146374,2.2738697715393443
Kidney,RP-neg,ST002915,bio_90265015906,Control,8 weeks of training or control time,Female,90265015906,0,2.455842276509562,-5.175649830005613
Kidney,RP-neg,ST002915,bio_90266015906,Control,8 weeks of training or control time,Female,90266015906,0,5.353559499613435,4.120515113019675
Kidney,RP-neg,ST002915,bio_90267015906,Training,8 weeks of training or control time,Female,90267015906,8,8.358995170084611,-6.490841384177999
Kidney,RP-neg,ST002915,bio_90280015906,Training,4 weeks of training,Male,90280015906,4,4.24210925776168,6.334340841353882
Kidney,RP-neg,ST002915,bio_90281015906,Training,4 weeks of training,Male,90281015906,4,2.1399536117553355,5.193314998070667
Kidney,RP-neg,ST002915,bio_90283015906,Training,4 weeks of training,Male,90283015906,4,7.6548876118978635,7.846713464028495
Kidney,RP-neg,ST002915,bio_90289015906,Training,4 weeks of training,Male,90289015906,4,3.0364663192748518,2.1503298966146343
Kidney,RP-neg,ST002915,bio_90292015906,Training,4 weeks of training,Male,90292015906,4,0.0,nan
Kidney,RP-neg,ST002915,bio_90406015906,Training,4 weeks of training,Female,90406015906,4,4.892413429260239,1.3776618855152765
Kidney,RP-neg,ST002915,bio_90410015906,Training,4 weeks of training,Female,90410015906,4,2.8839363947550556,-7.445124438358589
Kidney,RP-neg,ST002915,bio_90412015906,Training,4 weeks of training,Female,90412015906,4,8.816113870239265,-2.180988211311849
Kidney,RP-neg,ST002915,bio_90416015906,Training,4 weeks of training,Female,90416015906,4,4.927591684850047,-3.0888444189398827
