tissue,mode,sex,week,animal,area,log2
Heart,RP-pos,Female,0,90245015807,0.0,
Heart,RP-pos,Female,0,90248015807,1.79816073239645,0.8465219849608518
Heart,RP-pos,Female,0,90252015807,3.3781463460286485,1.7562318290618675
Heart,RP-pos,Female,0,90265015807,3.9125812159220343,1.968120699289184
Heart,RP-pos,Female,0,90266015807,4.137644330596912,2.048809637334885
Heart,RP-pos,Female,1,90559015807,1.8311377264658673,0.8727403055081332
Heart,RP-pos,Female,1,90560015807,3.788523833846982,1.9216358240068918
Heart,RP-pos,Female,1,90564015807,4.312687093098886,2.1085870451679805
Heart,RP-pos,Female,1,90567015807,3.6565513314564297,1.8704836150321926
Heart,RP-pos,Female,1,90571015807,2.0120126543681027,1.0086393788694323
Heart,RP-pos,Female,2,90576015807,5.232663521321586,2.387545491567189
Heart,RP-pos,Female,2,90578015807,6.524351015981104,2.7058344024348884
Heart,RP-pos,Female,2,90581015807,10.855738299560588,3.440385941972964
Heart,RP-pos,Female,2,90585015807,6.306524617767285,2.6568451877773427
Heart,RP-pos,Female,2,90587015807,15.601738766733828,3.963634916946426
Heart,RP-pos,Female,4,90406015807,0.0,
Heart,RP-pos,Female,4,90410015807,2.508205957031275,1.3266558174334253
Heart,RP-pos,Female,4,90412015807,0.0,
Heart,RP-pos,Female,4,90416015807,1.696497716776547,0.7625594884058777
Heart,RP-pos,Female,4,90420015807,3.85363199132286,1.9462188057687055
Heart,RP-pos,Female,8,90251015807,2.3640301645914796,1.2412484441571097
Heart,RP-pos,Female,8,90254015807,5.813693905131,2.539455114615765
Heart,RP-pos,Female,8,90258015807,2.43027396062216,1.2811189555399847
Heart,RP-pos,Female,8,90259015807,5.734397863260851,2.5196420049342936
Heart,RP-pos,Female,8,90267015807,4.702408763122653,2.2333999526230244
Heart,RP-pos,Male,0,90217015807,2.0459242383320784,1.032752722304008
Heart,RP-pos,Male,0,90229015807,3.203143811543789,1.6794885722441757
Heart,RP-pos,Male,0,90232015807,4.0477081896464435,2.0171052859499916
Heart,RP-pos,Male,0,90237015807,1.0848757659911927,0.11752984262335475
Heart,RP-pos,Male,0,90239015807,3.9375377171834103,1.9772937429622268
Heart,RP-pos,Male,1,90421015807,2.407699619038924,1.267655414874048
Heart,RP-pos,Male,1,90422015807,2.1877023646037,1.1294164738167123
Heart,RP-pos,Male,1,90423015807,0.0,
Heart,RP-pos,Male,1,90426015807,2.934920905558219,1.5533216240520247
Heart,RP-pos,Male,1,90430015807,0.0,
Heart,RP-pos,Male,2,90439015807,15.93651307411202,3.994264095546143
Heart,RP-pos,Male,2,90441015807,5.7523133669535635,2.5241422711588863
Heart,RP-pos,Male,2,90444015807,6.918961849466903,2.7905555859857833
Heart,RP-pos,Male,2,90449015807,0.0,
Heart,RP-pos,Male,2,90450015807,4.964063930002879,2.3115216954247986
Heart,RP-pos,Male,4,90280015807,2.1330552047729134,1.092921303991421
Heart,RP-pos,Male,4,90281015807,6.572870129013051,2.7165234796362614
Heart,RP-pos,Male,4,90283015807,2.1457624359131073,1.101490359644365
Heart,RP-pos,Male,4,90289015807,2.962416311136911,1.5667743981583502
Heart,RP-pos,Male,4,90292015807,4.296211879984581,2.1030651457128036
Heart,RP-pos,Male,8,90218015807,8.960046529897081,3.163506224278133
Heart,RP-pos,Male,8,90222015807,3.531184129333437,1.8201520506501354
Heart,RP-pos,Male,8,90223015807,3.211777480061881,1.6833719428141969
Heart,RP-pos,Male,8,90225015807,7.865768790562956,2.9755877797704438
Heart,RP-pos,Male,8,90227015807,0.0,
Hippocampus,RP-neg,Female,0,90245015206,52.95670900675444,5.7267415635740155
Hippocampus,RP-neg,Female,0,90248015206,45.52483816172277,5.508581983397658
Hippocampus,RP-neg,Female,0,90252015206,38.47006170399993,5.265664238532374
Hippocampus,RP-neg,Female,0,90265015206,49.29705612386061,5.623429590530764
Hippocampus,RP-neg,Female,0,90266015206,34.07379005508443,5.090590523377231
Hippocampus,RP-neg,Female,1,90559015206,36.7935569310506,5.2013812471085075
Hippocampus,RP-neg,Female,1,90560015206,56.25796602274568,5.8139854886003475
Hippocampus,RP-neg,Female,1,90564015206,53.96188840243036,5.753868931334232
Hippocampus,RP-neg,Female,1,90567015206,32.862104037475476,5.038352948494104
Hippocampus,RP-neg,Female,1,90571015206,34.286296553039534,5.099560174339862
Hippocampus,RP-neg,Female,2,90576015206,61.646861975606235,5.9459555535470425
Hippocampus,RP-neg,Female,2,90578015206,36.77969831568402,5.200837741025152
Hippocampus,RP-neg,Female,2,90581015206,47.17326834716822,5.559897654730981
Hippocampus,RP-neg,Female,2,90585015206,41.090086828104695,5.360718473977592
Hippocampus,RP-neg,Female,2,90587015206,39.1068542966208,5.289349587153889
Hippocampus,RP-neg,Female,4,90410015206,40.82654991505934,5.351435751337535
Hippocampus,RP-neg,Female,4,90412015206,30.33502434450788,4.92291256405238
Hippocampus,RP-neg,Female,4,90416015206,28.52353228403724,4.834080747535641
Hippocampus,RP-neg,Female,4,90420015206,30.557881011199793,4.933472600282468
Hippocampus,RP-neg,Female,8,90251015206,30.541179163614927,4.932683859073828
Hippocampus,RP-neg,Female,8,90254015206,37.08266561075859,5.212673047728915
Hippocampus,RP-neg,Female,8,90258015206,30.556059022521836,4.933386578205359
Hippocampus,RP-neg,Female,8,90259015206,29.806040449015335,4.897532829693689
Hippocampus,RP-neg,Female,8,90267015206,39.899693607584624,5.318305762825825
Hippocampus,RP-neg,Male,0,90217015206,47.34764597473138,5.565220794604164
Hippocampus,RP-neg,Male,0,90229015206,48.65852125854492,5.604620572060941
Hippocampus,RP-neg,Male,0,90232015206,35.11134444681815,5.133865334330802
Hippocampus,RP-neg,Male,0,90237015206,51.920225388081825,5.698224741043408
Hippocampus,RP-neg,Male,0,90239015206,41.7016398709615,5.382032212062969
Hippocampus,RP-neg,Male,1,90421015206,55.450455720011405,5.79312741212374
Hippocampus,RP-neg,Male,1,90422015206,49.27600762430824,5.622813467520497
Hippocampus,RP-neg,Male,1,90423015206,50.89783502705921,5.669532386509507
Hippocampus,RP-neg,Male,1,90426015206,35.705730513000496,5.158083729904324
Hippocampus,RP-neg,Male,1,90430015206,42.98190933456416,5.42565766621342
Hippocampus,RP-neg,Male,2,90439015206,51.53665187886545,5.687526909254928
Hippocampus,RP-neg,Male,2,90441015206,44.68557614084877,5.48173732029671
Hippocampus,RP-neg,Male,2,90444015206,47.16857916056304,5.559754238708392
Hippocampus,RP-neg,Male,2,90449015206,44.18798602498378,5.465582273142698
Hippocampus,RP-neg,Male,2,90450015206,33.70526804250075,5.07490219326234
Hippocampus,RP-neg,Male,4,90280015206,49.24227496490488,5.621825509934148
Hippocampus,RP-neg,Male,4,90281015206,45.03844450556451,5.493085096753549
Hippocampus,RP-neg,Male,4,90283015206,50.62809969991024,5.661866429323385
Hippocampus,RP-neg,Male,4,90289015206,56.5052724009195,5.82031358386256
Hippocampus,RP-neg,Male,4,90292015206,42.2974161707561,5.402497630774172
Hippocampus,RP-neg,Male,8,90218015206,34.841041006469666,5.1227158253808085
Hippocampus,RP-neg,Male,8,90222015206,53.013444332885776,5.728286371784518
Hippocampus,RP-neg,Male,8,90223015206,45.56876779632567,5.509973454736095
Hippocampus,RP-neg,Male,8,90225015206,43.778177872594256,5.452140003063632
Hippocampus,RP-neg,Male,8,90227015206,45.52561835683183,5.508606707790217
Hippocampus,RP-pos,Female,0,90245015206,3.689486965688043,1.883420219127007
Hippocampus,RP-pos,Female,0,90248015206,0.0,
Hippocampus,RP-pos,Female,0,90252015206,4.666482732645651,2.2223355572086705
Hippocampus,RP-pos,Female,0,90265015206,6.184144705200189,2.6285740778384707
Hippocampus,RP-pos,Female,0,90266015206,4.965831971740699,2.312035446042012
Hippocampus,RP-pos,Female,1,90559015206,2.7831757486978703,1.4767320131500081
Hippocampus,RP-pos,Female,1,90560015206,2.2000509699503215,1.1375369479511857
Hippocampus,RP-pos,Female,1,90564015206,0.0,
Hippocampus,RP-pos,Female,1,90567015206,0.0,
Hippocampus,RP-pos,Female,1,90571015206,6.3283843546549114,2.6618372246076794
Hippocampus,RP-pos,Female,2,90576015206,10.82176427968347,3.435863816792975
Hippocampus,RP-pos,Female,2,90578015206,1.1810454729715787,0.2400645128871696
Hippocampus,RP-pos,Female,2,90581015206,0.0,
Hippocampus,RP-pos,Female,2,90585015206,0.0,
Hippocampus,RP-pos,Female,2,90587015206,3.2303793212890084,1.691703580650373
Hippocampus,RP-pos,Female,4,90410015206,11.239098105367011,3.490454364332364
Hippocampus,RP-pos,Female,4,90412015206,5.985906874084373,2.58156983424167
Hippocampus,RP-pos,Female,4,90416015206,9.475566552734382,3.2442122059100487
Hippocampus,RP-pos,Female,4,90420015206,4.925290632883626,2.300208858020538
Hippocampus,RP-pos,Female,8,90251015206,7.442063380940748,2.8957026773461805
Hippocampus,RP-pos,Female,8,90254015206,0.0,
Hippocampus,RP-pos,Female,8,90258015206,0.0,
Hippocampus,RP-pos,Female,8,90259015206,3.786820868937213,1.9209871778612937
Hippocampus,RP-pos,Female,8,90267015206,4.372764527638751,2.1285456617156084
Hippocampus,RP-pos,Male,0,90217015206,18.57826684773766,4.215544014971705
Hippocampus,RP-pos,Male,0,90229015206,5.119352960968035,2.355961478390934
Hippocampus,RP-pos,Male,0,90232015206,4.852521956888883,2.2787347409189573
Hippocampus,RP-pos,Male,0,90237015206,2.892885449473073,1.5325091975333123
Hippocampus,RP-pos,Male,0,90239015206,7.322607789230309,2.872357524819355
Hippocampus,RP-pos,Male,1,90421015206,9.313187747700944,3.21927506258951
Hippocampus,RP-pos,Male,1,90422015206,2.0625571909586795,1.044434123221991
Hippocampus,RP-pos,Male,1,90423015206,6.366787309010865,2.6705655698821005
Hippocampus,RP-pos,Male,1,90426015206,2.0025915489196313,1.0018681972673618
Hippocampus,RP-pos,Male,1,90430015206,9.951570847574905,3.314924271900879
Hippocampus,RP-pos,Male,2,90439015206,10.281168509928404,3.361932338764971
Hippocampus,RP-pos,Male,2,90441015206,4.879850359090144,2.2868369081347577
Hippocampus,RP-pos,Male,2,90444015206,7.788179656982432,2.9612861643930954
Hippocampus,RP-pos,Male,2,90449015206,6.078743746948204,2.603773202400398
Hippocampus,RP-pos,Male,2,90450015206,2.8478984405517105,1.50989769899922
Hippocampus,RP-pos,Male,4,90280015206,0.0,
Hippocampus,RP-pos,Male,4,90281015206,5.9922461496987935,2.5830968880917027
Hippocampus,RP-pos,Male,4,90283015206,0.0,
Hippocampus,RP-pos,Male,4,90289015206,3.152016666666614,1.6562751632377226
Hippocampus,RP-pos,Male,4,90292015206,8.644961169179238,3.1118594836872955
Hippocampus,RP-pos,Male,8,90218015206,4.863815369923958,2.2820884652225684
Hippocampus,RP-pos,Male,8,90222015206,9.26158421173094,3.211258990345585
Hippocampus,RP-pos,Male,8,90223015206,3.655901896158793,1.8702273570961545
Hippocampus,RP-pos,Male,8,90225015206,9.73348282750444,3.2829561214403045
Hippocampus,RP-pos,Male,8,90227015206,15.506572332763646,3.954807914399433
Hypothalamus,HILIC-pos,Female,0,90245,140299.18410961036,17.098147093626686
Hypothalamus,HILIC-pos,Female,0,90248,238475.6296652206,17.86348231610762
Hypothalamus,HILIC-pos,Female,0,90252,28678.737828313395,14.807693910949704
Hypothalamus,HILIC-pos,Female,0,90265,24769.29804429995,14.596265363097102
Hypothalamus,HILIC-pos,Female,0,90266,135919.51970244516,17.05239313404241
Hypothalamus,HILIC-pos,Female,1,90559,188655.78052138095,17.525396780266068
Hypothalamus,HILIC-pos,Female,1,90560,19137.537100082547,14.224117554089837
Hypothalamus,HILIC-pos,Female,1,90564,41899.743864541386,15.354653804226215
Hypothalamus,HILIC-pos,Female,1,90567,24587.88859287776,14.585660232931245
Hypothalamus,HILIC-pos,Female,1,90571,30188.841980139212,14.881727796833156
Hypothalamus,HILIC-pos,Female,2,90576,55922.36338731743,15.771137712636053
Hypothalamus,HILIC-pos,Female,2,90581,325669.21537307603,18.31304782656963
Hypothalamus,HILIC-pos,Female,2,90578,149679.40777314568,17.191516229921064
Hypothalamus,HILIC-pos,Female,2,90585,22524.297703772943,14.459194503786737
Hypothalamus,HILIC-pos,Female,2,90587,21650.524834162956,14.40211437754841
Hypothalamus,HILIC-pos,Female,4,90406,65327.23484067053,15.995396954447248
Hypothalamus,HILIC-pos,Female,4,90410,36369.57088089362,15.150444283301214
Hypothalamus,HILIC-pos,Female,4,90416,275752.1577714131,18.073012649442724
Hypothalamus,HILIC-pos,Female,4,90412,68193.114942123,16.05733846571563
Hypothalamus,HILIC-pos,Female,4,90420,151139.42833334237,17.2055205455331
Hypothalamus,HILIC-pos,Female,8,90251,25306.63154680683,14.627227869055488
Hypothalamus,HILIC-pos,Female,8,90258,128253.82672043898,16.96864234672713
Hypothalamus,HILIC-pos,Female,8,90254,29943.17153050284,14.869939416877727
Hypothalamus,HILIC-pos,Female,8,90259,203468.82831113244,17.63444826310231
Hypothalamus,HILIC-pos,Female,8,90267,151498.5357665586,17.20894432455396
Hypothalamus,HILIC-pos,Male,0,90232,177248.9377208054,17.43541745564198
Hypothalamus,HILIC-pos,Male,0,90229,168784.7344455488,17.36482490137515
Hypothalamus,HILIC-pos,Male,0,90237,32137.223664882396,14.971957679504754
Hypothalamus,HILIC-pos,Male,1,90421,21696.386970489068,14.405167194857714
Hypothalamus,HILIC-pos,Male,1,90422,245327.4825888505,17.90434933398965
Hypothalamus,HILIC-pos,Male,1,90426,185481.2875163132,17.500914120748373
Hypothalamus,HILIC-pos,Male,1,90423,34424.6093931606,15.071152664127634
Hypothalamus,HILIC-pos,Male,1,90430,168075.4942616083,17.358749866563006
Hypothalamus,HILIC-pos,Male,2,90439,25537.960590759827,14.640355698518244
Hypothalamus,HILIC-pos,Male,2,90441,170369.40246511388,17.378306732092494
Hypothalamus,HILIC-pos,Male,2,90449,167248.7870031719,17.35163622198005
Hypothalamus,HILIC-pos,Male,2,90444,25473.849264942015,14.636729356273872
Hypothalamus,HILIC-pos,Male,2,90450,31878.4853124647,14.960295461697475
Hypothalamus,HILIC-pos,Male,4,90283,43903.840399866654,15.422059521667997
Hypothalamus,HILIC-pos,Male,4,90280,26959.342489242536,14.718497690643533
Hypothalamus,HILIC-pos,Male,4,90281,24982.154251935583,14.608610267807553
Hypothalamus,HILIC-pos,Male,4,90289,58563.58732522013,15.837716308475215
Hypothalamus,HILIC-pos,Male,4,90292,24068.068675266622,14.554832757988155
Hypothalamus,HILIC-pos,Male,8,90218,34655.90698199448,15.08081365535546
Hypothalamus,HILIC-pos,Male,8,90225,34242.61245137992,15.06350515216686
Hypothalamus,HILIC-pos,Male,8,90227,133526.8554859956,17.026770406461992
Kidney,RP-neg,Female,0,90245015906,8.912285226949146,3.155795405133093
Kidney,RP-neg,Female,0,90248015906,4.07442885691329,2.026597840190778
Kidney,RP-neg,Female,0,90252015906,6.264272189585322,2.647146900693045
Kidney,RP-neg,Female,0,90265015906,2.455842276509562,1.2962179083447813
Kidney,RP-neg,Female,0,90266015906,5.353559499613435,2.420498436351152
Kidney,RP-neg,Female,1,90559015906,0.0,
Kidney,RP-neg,Female,1,90560015906,0.0,
Kidney,RP-neg,Female,1,90564015906,5.015889711252898,2.326505626693027
Kidney,RP-neg,Female,1,90567015906,0.0,
Kidney,RP-neg,Female,1,90571015906,0.0,
Kidney,RP-neg,Female,2,90576015906,3.8830032661437865,1.9571729207533342
Kidney,RP-neg,Female,2,90578015906,1.926421012369811,0.9459230334417705
Kidney,RP-neg,Female,2,90581015906,0.0,
Kidney,RP-neg,Female,2,90585015906,2.288642708333295,1.194492254003524
Kidney,RP-neg,Female,2,90587015906,0.0,
Kidney,RP-neg,Female,4,90406015906,4.892413429260239,2.2905463227413105
Kidney,RP-neg,Female,4,90410015906,2.8839363947550556,1.5280393462765978
Kidney,RP-neg,Female,4,90412015906,8.816113870239265,3.140142858093344
Kidney,RP-neg,Female,4,90416015906,4.927591684850047,2.300882714911159
Kidney,RP-neg,Female,4,90420015906,3.198934971109973,1.6775916652229776
Kidney,RP-neg,Female,8,90251015906,0.0,
Kidney,RP-neg,Female,8,90254015906,7.135415738932303,2.834997489550041
Kidney,RP-neg,Female,8,90258015906,3.204934910074816,1.6802950570418826
Kidney,RP-neg,Female,8,90259015906,2.1485839808146374,1.10338616823912
Kidney,RP-neg,Female,8,90267015906,8.358995170084611,3.0633295272028143
Kidney,RP-neg,Male,0,90217015906,6.649275252787239,2.7331971005851927
Kidney,RP-neg,Male,0,90229015906,2.98104815419516,1.5758196800112179
Kidney,RP-neg,Male,0,90232015906,22.16975543975831,4.4705209504424275
Kidney,RP-neg,Male,0,90237015906,9.734550736999466,3.28311439810744
Kidney,RP-neg,Male,0,90239015906,6.8047089508055505,2.766533456481778
Kidney,RP-neg,Male,1,90421015906,6.295796107482973,2.654388819198908
Kidney,RP-neg,Male,1,90422015906,14.531947857157418,3.8611561891531108
Kidney,RP-neg,Male,1,90423015906,9.062673037211082,3.179936636226583
Kidney,RP-neg,Male,1,90426015906,11.62364158732095,3.538990218441624
Kidney,RP-neg,Male,1,90430015906,10.701530985005803,3.41974530146463
Kidney,RP-neg,Male,2,90439015906,2.28319479420976,1.191053950518323
Kidney,RP-neg,Male,2,90441015906,15.907552645365456,3.991639991022452
Kidney,RP-neg,Male,2,90444015906,10.88899781316118,3.4447992742391556
Kidney,RP-neg,Male,2,90449015906,2.5167500325520415,1.3315619329446762
Kidney,RP-neg,Male,2,90450015906,10.115905597178212,3.3385535736640293
Kidney,RP-neg,Male,4,90280015906,4.24210925776168,2.0847817787187912
Kidney,RP-neg,Male,4,90281015906,2.1399536117553355,1.0975795233479682
Kidney,RP-neg,Male,4,90283015906,7.654887611897864,2.9363811964124737
Kidney,RP-neg,Male,4,90289015906,3.036466319274852,1.6023933667889638
Kidney,RP-neg,Male,4,90292015906,0.0,
Kidney,RP-neg,Male,8,90218015906,6.073613962809189,2.602555214129395
Kidney,RP-neg,Male,8,90222015906,3.03080114847822,1.5996991996922392
Kidney,RP-neg,Male,8,90223015906,3.5208983904519853,1.8159435930896413
Kidney,RP-neg,Male,8,90225015906,15.004393558756329,3.907313104762886
Kidney,RP-neg,Male,8,90227015906,12.33261972249348,3.624407387669534
Kidney,RP-pos,Female,0,90245015906,42.00580441640214,5.392516790020824
Kidney,RP-pos,Female,0,90248015906,38.873214709472606,5.280704514466714
Kidney,RP-pos,Female,0,90252015906,19.162002787780793,4.260176452464338
Kidney,RP-pos,Female,0,90265015906,44.614538031005864,5.479441996234623
Kidney,RP-pos,Female,0,90266015906,47.08525322265636,5.557203383307101
Kidney,RP-pos,Female,1,90559015906,0.0,
Kidney,RP-pos,Female,1,90560015906,9.972485736338342,3.3179531548249828
Kidney,RP-pos,Female,1,90564015906,10.191191760253924,3.349250865338484
Kidney,RP-pos,Female,1,90567015906,2.8528088867186647,1.5123831021883394
Kidney,RP-pos,Female,1,90571015906,0.0,
Kidney,RP-pos,Female,2,90576015906,5.1079162497203345,2.352734870556752
Kidney,RP-pos,Female,2,90578015906,6.069540033467671,2.6015871892027156
Kidney,RP-pos,Female,2,90581015906,10.046095520528064,3.3285629925427895
Kidney,RP-pos,Female,2,90585015906,0.0,
Kidney,RP-pos,Female,2,90587015906,0.0,
Kidney,RP-pos,Female,4,90406015906,26.435118902587895,4.724383910722469
Kidney,RP-pos,Female,4,90410015906,31.150354438781783,4.9611766736796135
Kidney,RP-pos,Female,4,90412015906,24.562772467040944,4.618401505705673
Kidney,RP-pos,Female,4,90416015906,24.86801613311746,4.636219514823606
Kidney,RP-pos,Female,4,90420015906,37.38897296295162,5.224540937262724
Kidney,RP-pos,Female,8,90251015906,44.517910841369705,5.476313985646387
Kidney,RP-pos,Female,8,90254015906,25.620765257771737,4.679241662569424
Kidney,RP-pos,Female,8,90258015906,24.63133891296376,4.6224231470275985
Kidney,RP-pos,Female,8,90259015906,53.24662230122857,5.73461810578785
Kidney,RP-pos,Female,8,90267015906,41.13770615030937,5.362389445924833
Kidney,RP-pos,Male,0,90217015906,74.49025365956616,6.218979769900492
Kidney,RP-pos,Male,0,90229015906,83.06061216176354,6.376092599439452
Kidney,RP-pos,Male,0,90232015906,85.27141023050962,6.413990211197432
Kidney,RP-pos,Male,0,90237015906,47.81251501566559,5.579316390662846
Kidney,RP-pos,Male,0,90239015906,46.333231461080224,5.533975399971648
Kidney,RP-pos,Male,1,90421015906,40.25412248942078,5.331064634400003
Kidney,RP-pos,Male,1,90422015906,24.385969697061995,4.607979436517952
Kidney,RP-pos,Male,1,90423015906,52.62827859141036,5.717766301645641
Kidney,RP-pos,Male,1,90426015906,34.32543406880712,5.101206059249713
Kidney,RP-pos,Male,1,90430015906,20.928943593851898,4.387427587065084
Kidney,RP-pos,Male,2,90439015906,4.795793346150636,2.261769493425394
Kidney,RP-pos,Male,2,90441015906,57.470534662881896,5.8447505658790275
Kidney,RP-pos,Male,2,90444015906,46.879981651814965,5.5509000999964835
Kidney,RP-pos,Male,2,90449015906,45.41922857615178,5.50523129765582
Kidney,RP-pos,Male,2,90450015906,70.20006379953995,6.133400436574436
Kidney,RP-pos,Male,4,90280015906,45.437788032023114,5.505820699252289
Kidney,RP-pos,Male,4,90281015906,52.90345650278698,5.725290080298896
Kidney,RP-pos,Male,4,90283015906,34.7596377736411,5.1193411429518
Kidney,RP-pos,Male,4,90289015906,61.89161913045251,5.951672159294049
Kidney,RP-pos,Male,4,90292015906,56.88163050130218,5.829890915020994
Kidney,RP-pos,Male,8,90218015906,61.80287257130945,5.949601990429146
Kidney,RP-pos,Male,8,90222015906,43.14798451741536,5.431221266235043
Kidney,RP-pos,Male,8,90223015906,71.30393736623131,6.155909838623823
Kidney,RP-pos,Male,8,90225015906,68.73243226114937,6.102919108361542
Kidney,RP-pos,Male,8,90227015906,90.32115054626514,6.496991958730991
Liver,RP-neg,Female,0,90245016808,18.09220782063813,4.177296567939368
Liver,RP-neg,Female,0,90248016808,12.193947275288949,3.608093308021312
Liver,RP-neg,Female,0,90252016808,2.696137865066529,1.4308942695770683
Liver,RP-neg,Female,0,90265016808,20.86253041280116,4.3828422475964075
Liver,RP-neg,Female,0,90266016808,10.686586213175277,3.41772915843378
Liver,RP-neg,Female,1,90559016808,21.891021980794285,4.452267403093155
Liver,RP-neg,Female,1,90560016808,16.83336936950692,4.073252070495189
Liver,RP-neg,Female,1,90564016808,8.833341867573962,3.1429593476874036
Liver,RP-neg,Female,1,90567016808,3.577641406504325,1.8390087906922092
Liver,RP-neg,Female,1,90571016808,21.012177621459905,4.393153780024527
Liver,RP-neg,Female,2,90576016808,23.53854253082268,4.556953088643056
Liver,RP-neg,Female,2,90578016808,17.651898606363815,4.141751460404981
Liver,RP-neg,Female,2,90581016808,14.041703762308805,3.811646091805148
Liver,RP-neg,Female,2,90585016808,14.044430227661174,3.811926191448394
Liver,RP-neg,Female,2,90587016808,6.503563029479984,2.701230326850152
Liver,RP-neg,Female,4,90406016808,14.8027329198203,3.887791649517748
Liver,RP-neg,Female,4,90410016808,18.69591057484949,4.224650833525439
Liver,RP-neg,Female,4,90412016808,8.417115264129633,3.073325873763939
Liver,RP-neg,Female,4,90416016808,15.375288770548588,3.9425416015295567
Liver,RP-neg,Female,4,90420016808,24.45233780365005,4.611900497754011
Liver,RP-neg,Female,8,90251016808,30.061408155822715,4.909840685373847
Liver,RP-neg,Female,8,90254016808,18.116156573994903,4.179205008340874
Liver,RP-neg,Female,8,90258016808,24.820468556467823,4.6334584455575625
Liver,RP-neg,Female,8,90259016808,34.08398344726572,5.091022050280291
Liver,RP-neg,Female,8,90267016808,4.789084277343798,2.259749824055042
Liver,RP-neg,Male,0,90217016808,65.63018109944616,6.036287508956181
Liver,RP-neg,Male,0,90229016808,28.94447383270259,4.855216025651762
Liver,RP-neg,Male,0,90232016808,31.21799994354256,4.964306205426662
Liver,RP-neg,Male,0,90237016808,13.462659749857572,3.7508915589853427
Liver,RP-neg,Male,0,90239016808,25.92859791310629,4.696472289566869
Liver,RP-neg,Male,1,90421016808,25.208387980651853,4.655831958951411
Liver,RP-neg,Male,1,90422016808,15.04517867685956,3.9112293351371115
Liver,RP-neg,Male,1,90423016808,15.975931645202737,3.997828160064184
Liver,RP-neg,Male,1,90426016808,11.121139049530116,3.4752326542572756
Liver,RP-neg,Male,1,90430016808,12.309055680847116,3.621648181095102
Liver,RP-neg,Male,2,90439016808,22.014585698445607,4.4603877887455345
Liver,RP-neg,Male,2,90441016808,7.249183617146777,2.8578185319812106
Liver,RP-neg,Male,2,90444016808,4.100813169733751,2.035910016954931
Liver,RP-neg,Male,2,90449016808,8.164400690460262,3.029346988342512
Liver,RP-neg,Male,2,90450016808,7.587155052184932,2.9235590211456044
Liver,RP-neg,Male,4,90280016808,17.67472786102294,4.143616096820188
Liver,RP-neg,Male,4,90281016808,5.896068194071463,2.5597532107762264
Liver,RP-neg,Male,4,90283016808,11.810615387980262,3.562012232700946
Liver,RP-neg,Male,4,90289016808,4.6261194376628065,2.2098025141149207
Liver,RP-neg,Male,4,90292016808,3.756592242431578,1.9094245278116162
Liver,RP-neg,Male,8,90218016808,18.44556413675949,4.205202007794282
Liver,RP-neg,Male,8,90222016808,13.281427964019842,3.7313383624952747
Liver,RP-neg,Male,8,90223016808,34.94482040761309,5.127006727139777
Liver,RP-neg,Male,8,90225016808,26.269379893493745,4.71531023996719
Liver,RP-neg,Male,8,90227016808,29.672083436075734,4.8910343246164505
Liver,RP-pos,Female,0,90245016808,4.730516345214891,2.2419976651765543
Liver,RP-pos,Female,0,90248016808,8.835061647033779,3.143240201280529
Liver,RP-pos,Female,0,90252016808,0.0,
Liver,RP-pos,Female,0,90265016808,7.6081083429972916,2.9275377909923734
Liver,RP-pos,Female,0,90266016808,4.710938498687722,2.2360144977418988
Liver,RP-pos,Female,1,90559016808,4.099665402221721,2.0355061677176014
Liver,RP-pos,Female,1,90560016808,1.778000955073045,0.8302560991276241
Liver,RP-pos,Female,1,90564016808,1.9489352503458857,0.962686160602666
Liver,RP-pos,Female,1,90567016808,0.0,
Liver,RP-pos,Female,1,90571016808,11.889383627573752,3.571602019349205
Liver,RP-pos,Female,2,90576016808,2.3121191192627184,1.209215726706514
Liver,RP-pos,Female,2,90578016808,0.0,
Liver,RP-pos,Female,2,90581016808,2.246178927103701,1.1674728551488045
Liver,RP-pos,Female,2,90585016808,2.67399326985678,1.4189958343331106
Liver,RP-pos,Female,2,90587016808,3.2484946192423827,1.699771315527945
Liver,RP-pos,Female,4,90406016808,6.459731749471019,2.691474255980619
Liver,RP-pos,Female,4,90410016808,0.0,
Liver,RP-pos,Female,4,90412016808,0.9235308336894056,-0.11476796598261804
Liver,RP-pos,Female,4,90416016808,0.0,
Liver,RP-pos,Female,4,90420016808,0.0,
Liver,RP-pos,Female,8,90251016808,4.642828785451223,2.2150040793247947
Liver,RP-pos,Female,8,90254016808,6.247758271280821,2.643338636006975
Liver,RP-pos,Female,8,90258016808,2.521253286234496,1.3341410592670402
Liver,RP-pos,Female,8,90259016808,6.319478226979513,2.659805445993458
Liver,RP-pos,Female,8,90267016808,2.0708614212036336,1.0502310139005109
Liver,RP-pos,Male,0,90217016808,5.102207135009783,2.3511214694196974
Liver,RP-pos,Male,0,90229016808,4.406922175089562,2.1397714192829835
Liver,RP-pos,Male,0,90232016808,1.9778423166911008,0.983927411943431
Liver,RP-pos,Male,0,90237016808,5.451627029927531,2.446686864329508
Liver,RP-pos,Male,0,90239016808,11.575796837615837,3.533039601902795
Liver,RP-pos,Male,1,90421016808,12.401844706726102,3.632482824475742
Liver,RP-pos,Male,1,90422016808,13.75244398473098,3.781616121621528
Liver,RP-pos,Male,1,90423016808,6.624766365051245,2.727869576083882
Liver,RP-pos,Male,1,90426016808,11.184600182596805,3.4834417799929804
