tissue,mode,sex,week,animal,area,log2
Liver,RP-pos,Male,1,90430016808,8.986348432922453,3.1677350014010552
Liver,RP-pos,Male,2,90439016808,1.771815224711118,0.8252281590326397
Liver,RP-pos,Male,2,90441016808,8.082854578145378,3.014864891792932
Liver,RP-pos,Male,2,90444016808,16.402198374939047,4.035817286076481
Liver,RP-pos,Male,2,90449016808,10.61035462824497,3.4074009709195288
Liver,RP-pos,Male,2,90450016808,8.377467571004315,3.066514196799271
Liver,RP-pos,Male,4,90280016808,0.0,
Liver,RP-pos,Male,4,90281016808,3.375810582987411,1.7552339565773234
Liver,RP-pos,Male,4,90283016808,0.0,
Liver,RP-pos,Male,4,90289016808,7.509310920206712,2.908680527232008
Liver,RP-pos,Male,4,90292016808,2.219224125162783,1.150055376382446
Liver,RP-pos,Male,8,90218016808,5.0414956690470225,2.333851804004368
Liver,RP-pos,Male,8,90222016808,4.108455366770441,2.0385960937721843
Liver,RP-pos,Male,8,90223016808,3.182127781677193,1.6699917697640487
Liver,RP-pos,Male,8,90225016808,4.400964494578083,2.137819732627085
Liver,RP-pos,Male,8,90227016808,2.7486887898763297,1.4587435722862034
Lung,RP-neg,Female,0,90245016606,2.639411728922482,1.400216418092175
Lung,RP-neg,Female,0,90248016606,1.8061542154947616,0.8529210802113258
Lung,RP-neg,Female,0,90252016606,7.574708985900955,2.9211904624915346
Lung,RP-neg,Female,0,90265016606,1.8767152997334484,0.9082098079654318
Lung,RP-neg,Female,0,90266016606,1.9257636586507356,0.9454306577947983
Lung,RP-neg,Female,1,90559016606,4.247007050577842,2.0864465037465925
Lung,RP-neg,Female,1,90560016606,4.0868513193766685,2.030989758724438
Lung,RP-neg,Female,1,90564016606,2.2739903193155544,1.1852261124952574
Lung,RP-neg,Female,1,90567016606,15.330334405517537,3.938317262198462
Lung,RP-neg,Female,1,90571016606,1.9849836146036983,0.9891270984374755
Lung,RP-neg,Female,2,90576016606,4.490995431518536,2.167035254531446
Lung,RP-neg,Female,2,90578016606,2.978697363789906,1.574681552946737
Lung,RP-neg,Female,2,90581016606,9.389750420633916,3.2310868115852265
Lung,RP-neg,Female,2,90585016606,5.53224879862473,2.4678660394368426
Lung,RP-neg,Female,2,90587016606,3.9913125704447263,1.9968632646103373
Lung,RP-neg,Female,4,90406016606,5.830011759440007,2.543498793420398
Lung,RP-neg,Female,4,90410016606,3.272635744222038,1.7104530343261701
Lung,RP-neg,Female,4,90412016606,7.454446503702875,2.8981012356733364
Lung,RP-neg,Female,4,90416016606,5.044433456420815,2.3346922484180643
Lung,RP-neg,Female,4,90420016606,5.669956534830728,2.503337675692282
Lung,RP-neg,Female,8,90251016606,0.0,
Lung,RP-neg,Female,8,90254016606,2.1874582046508424,1.1292554519077052
Lung,RP-neg,Female,8,90258016606,0.0,
Lung,RP-neg,Female,8,90259016606,3.687178989156125,1.8825174518264085
Lung,RP-neg,Female,8,90267016606,5.037682129160561,2.3327600928638135
Lung,RP-neg,Male,0,90217016606,1.8637821825663432,0.8982332642340058
Lung,RP-neg,Male,0,90229016606,4.892838044230192,2.2906715295208158
Lung,RP-neg,Male,0,90232016606,14.733130962880534,3.8809921474353697
Lung,RP-neg,Male,0,90237016606,10.952344931030272,3.4531678832695345
Lung,RP-neg,Male,0,90239016606,0.0,
Lung,RP-neg,Male,1,90421016606,13.159559417724488,3.7180392833142974
Lung,RP-neg,Male,1,90422016606,7.5506587229410975,2.916602511307299
Lung,RP-neg,Male,1,90423016606,8.587402237447124,3.102221769784822
Lung,RP-neg,Male,1,90426016606,8.557276147969537,3.09715164789088
Lung,RP-neg,Male,1,90430016606,4.269565069834368,2.0940891135105186
Lung,RP-neg,Male,2,90439016606,6.64030821202585,2.7312502062772683
Lung,RP-neg,Male,2,90441016606,5.54026597595211,2.469955238544523
Lung,RP-neg,Male,2,90444016606,6.044505262756298,2.595624261033153
Lung,RP-neg,Male,2,90449016606,2.1204110440572315,1.0843439599494629
Lung,RP-neg,Male,2,90450016606,5.6578226481118845,2.5002469542704606
Lung,RP-neg,Male,4,90280016606,6.3203402740478625,2.6600022322103407
Lung,RP-neg,Male,4,90281016606,2.1245998339335337,1.087191136796325
Lung,RP-neg,Male,4,90283016606,6.583932643381692,2.718949576410165
Lung,RP-neg,Male,4,90289016606,2.663222908019975,1.4131731851524971
Lung,RP-neg,Male,4,90292016606,5.153571686299694,2.3655726396948933
Lung,RP-neg,Male,8,90218016606,2.7639538630167184,1.4667335339054353
Lung,RP-neg,Male,8,90222016606,1.9746493288676144,0.9815964728226255
Lung,RP-neg,Male,8,90223016606,3.1992770996093216,1.6777459542913524
Lung,RP-neg,Male,8,90225016606,2.4398914235432536,1.2868169485254586
Lung,RP-neg,Male,8,90227016606,3.54989358367914,1.8277757771245013
Lung,RP-pos,Female,0,90245016606,11.462915817387923,3.5189021634342086
Lung,RP-pos,Female,0,90248016606,4.102414232126856,2.0364731720866525
Lung,RP-pos,Female,0,90252016606,2.6618452570597597,1.4124267044723984
Lung,RP-pos,Female,0,90265016606,1.8258715276082536,0.8685852576534566
Lung,RP-pos,Female,0,90266016606,3.0027133631387843,1.5862667628353884
Lung,RP-pos,Female,1,90559016606,5.110414856720001,2.353440411992402
Lung,RP-pos,Female,1,90560016606,7.511298463440017,2.9090623251617376
Lung,RP-pos,Female,1,90564016606,10.436964640808108,3.3836302920084407
Lung,RP-pos,Female,1,90567016606,1.7162575411478849,0.7792660595145486
Lung,RP-pos,Female,1,90571016606,5.5319702481587285,2.4677933974592525
Lung,RP-pos,Female,2,90576016606,2.4529075347900635,1.2944928508485865
Lung,RP-pos,Female,2,90578016606,3.8823464200338114,1.956928854828155
Lung,RP-pos,Female,2,90581016606,4.748107349650101,2.247352553146853
Lung,RP-pos,Female,2,90585016606,6.305399309285473,2.656587736657295
Lung,RP-pos,Female,2,90587016606,2.356641001383487,1.2367320025546535
Lung,RP-pos,Female,4,90406016606,6.830787619527195,2.772051937120579
Lung,RP-pos,Female,4,90410016606,9.292151667276933,3.2160127021280562
Lung,RP-pos,Female,4,90412016606,1.996007614135762,0.9971172241095185
Lung,RP-pos,Female,4,90416016606,5.379269771067305,2.4274103420826147
Lung,RP-pos,Female,4,90420016606,9.921713736470544,3.3105893328673446
Lung,RP-pos,Female,8,90251016606,4.714194683837938,2.2370113393279767
Lung,RP-pos,Female,8,90254016606,4.258651602172832,2.0903967086680204
Lung,RP-pos,Female,8,90258016606,4.704470879109661,2.234032469391389
Lung,RP-pos,Female,8,90259016606,4.066409268442777,2.0237554241936024
Lung,RP-pos,Female,8,90267016606,4.738128958129931,2.244317465087785
Lung,RP-pos,Male,0,90217016606,3.06140286763504,1.6141929099073107
Lung,RP-pos,Male,0,90229016606,8.9765662448883,3.166163684516891
Lung,RP-pos,Male,0,90232016606,2.4647465006510663,1.3014392729479292
Lung,RP-pos,Male,0,90237016606,9.822063535563249,3.2960261548632523
Lung,RP-pos,Male,0,90239016606,7.897177279154479,2.981337076951383
Lung,RP-pos,Male,1,90421016606,11.250862347666285,3.4919636791760613
Lung,RP-pos,Male,1,90422016606,2.863102092997185,1.5175791151275864
Lung,RP-pos,Male,1,90423016606,8.142632650248292,3.0254953175129877
Lung,RP-pos,Male,1,90426016606,0.0,
Lung,RP-pos,Male,1,90430016606,1.2656927083333125,0.3399271820363357
Lung,RP-pos,Male,2,90439016606,0.0,
Lung,RP-pos,Male,2,90441016606,6.4449448440552395,2.6881680120316935
Lung,RP-pos,Male,2,90444016606,1.9121717918396188,0.9352121426185993
Lung,RP-pos,Male,2,90449016606,2.267741398111941,1.1812561319322776
Lung,RP-pos,Male,2,90450016606,0.0,
Lung,RP-pos,Male,4,90280016606,3.0034558682760193,1.586623465566699
Lung,RP-pos,Male,4,90281016606,7.839428120422371,2.970748414809467
Lung,RP-pos,Male,4,90283016606,5.466200993347076,2.450538509033064
Lung,RP-pos,Male,4,90289016606,12.739397056579715,3.6712250927274974
Lung,RP-pos,Male,4,90292016606,0.0,
Lung,RP-pos,Male,8,90218016606,3.776828077189111,1.9171751131845287
Lung,RP-pos,Male,8,90222016606,8.476589174397855,3.0834838672571894
Lung,RP-pos,Male,8,90223016606,3.2063246167501,1.68092049513302
Lung,RP-pos,Male,8,90225016606,5.876423944600415,2.5549384804261632
Lung,RP-pos,Male,8,90227016606,2.757148348490425,1.4631768937077825
Ovaries,HILIC-pos,Female,0,90245,51094.29143121865,15.640874492944691
Ovaries,HILIC-pos,Female,0,90252,137802.61201838026,17.07224370870724
Ovaries,HILIC-pos,Female,0,90248,60818.266860304466,15.892217083986717
Ovaries,HILIC-pos,Female,0,90266,30251.90478976283,14.88473836306822
Ovaries,HILIC-pos,Female,0,90265,35914.297784966955,15.132270687022924
Ovaries,HILIC-pos,Female,1,90560,72022.81321339458,16.1361663318928
Ovaries,HILIC-pos,Female,1,90559,60686.34618181012,15.889084340650095
Ovaries,HILIC-pos,Female,1,90564,25291.369087197698,14.626357515477016
Ovaries,HILIC-pos,Female,1,90567,24083.177474788117,14.55573812981554
Ovaries,HILIC-pos,Female,1,90571,95137.99590118484,16.537734014542114
Ovaries,HILIC-pos,Female,2,90576,112595.00071499734,16.780783246759064
Ovaries,HILIC-pos,Female,2,90578,70463.79514439686,16.10459455930074
Ovaries,HILIC-pos,Female,2,90581,136982.96535497796,17.063636971083152
Ovaries,HILIC-pos,Female,2,90585,30984.2445455748,14.919247172656792
Ovaries,HILIC-pos,Female,2,90587,27446.745709313564,14.744347482245932
Ovaries,HILIC-pos,Female,4,90410,79913.50391083575,16.28615169220271
Ovaries,HILIC-pos,Female,4,90406,141168.22917290367,17.107055911685343
Ovaries,HILIC-pos,Female,4,90412,42336.80399103439,15.369624743833112
Ovaries,HILIC-pos,Female,4,90416,20584.53967157544,14.329273565835011
Ovaries,HILIC-pos,Female,4,90420,56022.397430568126,15.773716103182917
Ovaries,HILIC-pos,Female,8,90251,,
Ovaries,HILIC-pos,Female,8,90258,41501.41423985967,15.340872879432336
Ovaries,HILIC-pos,Female,8,90254,37447.87156479926,15.19259610170018
Ovaries,HILIC-pos,Female,8,90259,19335.328200357784,14.238951632669936
Ovaries,HILIC-pos,Female,8,90267,196143.70761092933,17.581551528209612
Plasma,RP-neg,Female,0,90245013105,145.56253219044987,7.185495243255931
Plasma,RP-neg,Female,0,90248013105,104.78091548741666,6.711232162003956
Plasma,RP-neg,Female,0,90252013105,116.90518589375806,6.869195118765442
Plasma,RP-neg,Female,0,90265013105,100.54119068349206,6.651642869488551
Plasma,RP-neg,Female,0,90266013105,78.88268275248203,6.301636712626084
Plasma,RP-neg,Female,1,90559013105,182.5292415479018,7.511983794900387
Plasma,RP-neg,Female,1,90560013105,149.77802339477523,7.226682145578717
Plasma,RP-neg,Female,1,90564013105,135.2605039942423,7.079596824285036
Plasma,RP-neg,Female,1,90567013105,148.13328852640817,7.21075206939845
Plasma,RP-neg,Female,1,90571013105,281.91728723602273,8.139128136803297
Plasma,RP-neg,Female,2,90576013105,175.98210776875806,7.459284946219946
Plasma,RP-neg,Female,2,90578013105,198.10371332295747,7.63011211261902
Plasma,RP-neg,Female,2,90581013105,159.7417729756676,7.3195978211483
Plasma,RP-neg,Female,2,90585013105,164.83127107518516,7.364846160119561
Plasma,RP-neg,Female,2,90587013105,176.73664298349996,7.465457376070365
Plasma,RP-neg,Female,4,90406013105,176.77341823603317,7.465757539943866
Plasma,RP-neg,Female,4,90410013105,123.83942601420088,6.952326879609471
Plasma,RP-neg,Female,4,90412013105,147.73838899027507,7.206900940790845
Plasma,RP-neg,Female,4,90416013105,118.28211592877712,6.88608814670415
Plasma,RP-neg,Female,4,90420013105,122.56917116953537,6.937452345036875
Plasma,RP-neg,Female,8,90251013105,80.5271658973693,6.331403654436729
Plasma,RP-neg,Female,8,90254013105,93.28096123962372,6.5435107501548995
Plasma,RP-neg,Female,8,90258013105,173.28285705464708,7.436985124909956
Plasma,RP-neg,Female,8,90259013105,134.28200747375493,7.0691221999209075
Plasma,RP-neg,Female,8,90267013105,172.9026959472654,7.433816553835473
Plasma,RP-neg,Male,0,90217013105,93.79886831614198,6.5514986116094756
Plasma,RP-neg,Male,0,90229013105,144.53894488728832,7.175314457765
Plasma,RP-neg,Male,0,90232013105,139.4929969792682,7.12404888547159
Plasma,RP-neg,Male,0,90237013105,108.47673764114366,6.7612418860117245
Plasma,RP-neg,Male,0,90239013105,186.6840051239014,7.544454514141464
Plasma,RP-neg,Male,1,90421013105,134.91376945037845,7.0758937886466295
Plasma,RP-neg,Male,1,90422013105,139.4520992563887,7.12362584206125
Plasma,RP-neg,Male,1,90423013105,171.5062504501343,7.422117345351188
Plasma,RP-neg,Male,1,90426013105,195.82387331161465,7.613412847508707
Plasma,RP-neg,Male,1,90430013105,182.51790435791025,7.511894183966747
Plasma,RP-neg,Male,2,90439013105,137.5375600184124,7.103681846612713
Plasma,RP-neg,Male,2,90441013105,84.20842048721329,6.395892598817277
Plasma,RP-neg,Male,2,90444013105,142.3344341496786,7.153140916764492
Plasma,RP-neg,Male,2,90449013105,123.90465479227696,6.9530865767656795
Plasma,RP-neg,Male,2,90450013105,115.05928084030168,6.8462335478022585
Plasma,RP-neg,Male,4,90280013105,69.26501193974795,6.114054878018959
Plasma,RP-neg,Male,4,90281013105,177.31711601562463,7.47018799278535
Plasma,RP-neg,Male,4,90283013105,120.78051220753991,6.916243886080314
Plasma,RP-neg,Male,4,90289013105,143.7173684733075,7.167090614103958
Plasma,RP-neg,Male,4,90292013105,141.30142807515475,7.142632236242986
Plasma,RP-neg,Male,8,90218013105,160.99340851440408,7.330857811665856
Plasma,RP-neg,Male,8,90222013105,153.5414851605736,7.262484697808282
Plasma,RP-neg,Male,8,90223013105,32.508138596089786,5.022729045099806
Plasma,RP-neg,Male,8,90225013105,161.8441198633832,7.33846114013465
Plasma,RP-neg,Male,8,90227013105,216.91984466552765,7.7610182321390955
Plasma,RP-pos,Female,0,90245013105,9.825574159749308,3.296541714060352
Plasma,RP-pos,Female,0,90248013105,2.262385615030947,1.17784485217407
Plasma,RP-pos,Female,0,90252013105,12.207283158111595,3.6096702460353334
Plasma,RP-pos,Female,0,90265013105,13.421810926818866,3.7465074340022535
Plasma,RP-pos,Female,0,90266013105,5.008248037719707,2.324306014731952
Plasma,RP-pos,Female,1,90559013105,19.824449856058624,4.309208925459812
Plasma,RP-pos,Female,1,90560013105,7.4278871292115,2.892951892903378
Plasma,RP-pos,Female,1,90564013105,20.735436020406063,4.374026479139378
Plasma,RP-pos,Female,1,90567013105,17.696419727070996,4.1453856040956
Plasma,RP-pos,Female,1,90571013105,18.23475210876463,4.188618682064166
Plasma,RP-pos,Female,2,90576013105,20.55715504379276,4.361568715051059
Plasma,RP-pos,Female,2,90578013105,30.06744634094245,4.910130438432687
Plasma,RP-pos,Female,2,90581013105,23.47594824371332,4.553111527478814
Plasma,RP-pos,Female,2,90585013105,17.99648215688071,4.16964301972994
Plasma,RP-pos,Female,2,90587013105,28.15882674865705,4.81551531951754
Plasma,RP-pos,Female,4,90406013105,9.74916554616302,3.28527874051028
Plasma,RP-pos,Female,4,90410013105,4.376098855336473,2.1296453287366903
Plasma,RP-pos,Female,4,90412013105,8.410979666646407,3.072273847793014
Plasma,RP-pos,Female,4,90416013105,3.0220056795756554,1.5955063719150295
Plasma,RP-pos,Female,4,90420013105,9.590083154296895,3.2615433247086463
Plasma,RP-pos,Female,8,90251013105,10.844913627115975,3.4389466577889585
Plasma,RP-pos,Female,8,90254013105,4.234495122019439,2.0821899675788016
Plasma,RP-pos,Female,8,90258013105,16.60516433054605,4.053560095216135
Plasma,RP-pos,Female,8,90259013105,10.70868141988116,3.420708944152832
Plasma,RP-pos,Female,8,90267013105,19.782377187601647,4.306143895640415
Plasma,RP-pos,Male,0,90217013105,3.4320110265096373,1.7790541879963213
Plasma,RP-pos,Male,0,90229013105,2.4279537277221275,1.2797409267740139
Plasma,RP-pos,Male,0,90232013105,1.820747341156024,0.8645307383768341
Plasma,RP-pos,Male,0,90237013105,13.775977120971676,3.7840827467208116
Plasma,RP-pos,Male,0,90239013105,5.669513519032801,2.5032249479030653
Plasma,RP-pos,Male,1,90421013105,7.670796550623622,2.9393763978019916
Plasma,RP-pos,Male,1,90422013105,4.919175085957894,2.2984164051624547
Plasma,RP-pos,Male,1,90423013105,6.272061196644995,2.6489396359304074
Plasma,RP-pos,Male,1,90426013105,0.0,
Plasma,RP-pos,Male,1,90430013105,8.664739521789485,3.1151563799369746
Plasma,RP-pos,Male,2,90439013105,0.0,
Plasma,RP-pos,Male,2,90441013105,7.608201919301301,2.927555535382099
Plasma,RP-pos,Male,2,90444013105,2.7704675657908155,1.470129477329669
Plasma,RP-pos,Male,2,90449013105,3.5689276540120347,1.8354906567088922
Plasma,RP-pos,Male,2,90450013105,0.0,
Plasma,RP-pos,Male,4,90280013105,7.368789760843919,2.8814276926715463
Plasma,RP-pos,Male,4,90281013105,4.59211735483807,2.199159511586664
Plasma,RP-pos,Male,4,90283013105,8.055105114237524,3.009903415350186
Plasma,RP-pos,Male,4,90289013105,1.7813507876078467,0.8329716431715999
Plasma,RP-pos,Male,4,90292013105,2.4368219116211183,1.285000819543309
Plasma,RP-pos,Male,8,90218013105,3.753735545603472,1.908327014450733
Plasma,RP-pos,Male,8,90222013105,0.0,
Plasma,RP-pos,Male,8,90223013105,2.9091947713216437,1.5406198884675315
Plasma,RP-pos,Male,8,90225013105,5.514930700683597,2.463342757365478
Plasma,RP-pos,Male,8,90227013105,0.0,
Small Intestine,HILIC-pos,Female,0,90248,236858.7222046081,17.85366727386146
Small Intestine,HILIC-pos,Female,0,90245,156853.03518618253,17.25905392077285
Small Intestine,HILIC-pos,Female,0,90252,95944.78413891893,16.5499167586491
Small Intestine,HILIC-pos,Female,0,90266,238180.12990239295,17.861693536308056
Small Intestine,HILIC-pos,Female,0,90265,245477.77840638423,17.90523290657793
Small Intestine,HILIC-pos,Female,1,90559,344954.5224262623,18.39604664909624
Small Intestine,HILIC-pos,Female,1,90560,209392.3231240174,17.675849024661915
Small Intestine,HILIC-pos,Female,1,90564,301949.3544283427,18.203947062919703
Small Intestine,HILIC-pos,Female,1,90567,231059.0140202187,17.817901847120662
Small Intestine,HILIC-pos,Female,1,90571,54304.931932760286,15.728795607999407
Small Intestine,HILIC-pos,Female,2,90576,124636.29918301843,16.92736477574129
Small Intestine,HILIC-pos,Female,2,90578,261976.2818171481,17.99907667683423
Small Intestine,HILIC-pos,Female,2,90581,190053.6673175804,17.536047338467736
Small Intestine,HILIC-pos,Female,2,90585,252407.132350099,17.945393152034356
Small Intestine,HILIC-pos,Female,2,90587,82461.0810812284,16.331425754919294
Small Intestine,HILIC-pos,Female,4,90406,208346.8003480908,17.668627418694275
Small Intestine,HILIC-pos,Female,4,90410,78819.91643366848,16.266272599454073
Small Intestine,HILIC-pos,Female,4,90412,66465.00473830913,16.02030730994461
Small Intestine,HILIC-pos,Female,4,90416,199538.93235673787,17.606310734860237
Small Intestine,HILIC-pos,Female,4,90420,243511.6020013844,17.893630984942025
Small Intestine,HILIC-pos,Female,8,90251,75749.07318335955,16.208940616360106
Small Intestine,HILIC-pos,Female,8,90254,53146.24419836668,15.69768012082895
Small Intestine,HILIC-pos,Female,8,90258,184508.32002481408,17.493326347567493
Small Intestine,HILIC-pos,Female,8,90267,228103.43321366803,17.799328635436087
Small Intestine,HILIC-pos,Female,8,90259,257793.97946690756,17.975859045759886
Small Intestine,HILIC-pos,Male,0,90217,283769.08943742164,18.114357921678604
Small Intestine,HILIC-pos,Male,0,90232,186172.48716827747,17.50628035958562
Small Intestine,HILIC-pos,Male,0,90229,74447.37020581082,16.18393326720109
Small Intestine,HILIC-pos,Male,0,90237,252545.88195936545,17.946185991655387
Small Intestine,HILIC-pos,Male,0,90239,66512.39337334513,16.021335565161298
Small Intestine,HILIC-pos,Male,1,90421,307740.0808731003,18.231352830721487
Small Intestine,HILIC-pos,Male,1,90422,134665.56447108157,17.039021458732734
Small Intestine,HILIC-pos,Male,1,90423,321125.90604587103,18.292779530083855
Small Intestine,HILIC-pos,Male,1,90426,128676.45693603564,16.97338859195304
Small Intestine,HILIC-pos,Male,1,90430,68056.60094799714,16.054447477988354
Small Intestine,HILIC-pos,Male,2,90439,110223.8108086228,16.75007638641195
Small Intestine,HILIC-pos,Male,2,90441,106213.57848872016,16.696608688470633
Small Intestine,HILIC-pos,Male,2,90444,220159.5150550552,17.74818967177134
Small Intestine,HILIC-pos,Male,2,90449,99122.2026625168,16.596920626501145
Small Intestine,HILIC-pos,Male,2,90450,250597.80157454792,17.93501423278609
Small Intestine,HILIC-pos,Male,4,90280,147970.01660697663,17.174945344380678
Small Intestine,HILIC-pos,Male,4,90281,248603.58541545356,17.923487577841666
Small Intestine,HILIC-pos,Male,4,90283,51400.55073089917,15.649496196798964
Small Intestine,HILIC-pos,Male,4,90289,278718.84736803744,18.088451037284106
Small Intestine,HILIC-pos,Male,4,90292,206802.1224325654,17.657891466700992
Small Intestine,HILIC-pos,Male,8,90218,257209.7627931429,17.972585877856737
Small Intestine,HILIC-pos,Male,8,90222,252848.14851766464,17.947911688796164
Small Intestine,HILIC-pos,Male,8,90227,288243.14457906317,18.13692677043389
Small Intestine,HILIC-pos,Male,8,90225,139770.98317068713,17.09270535889245
Small Intestine,HILIC-pos,Male,8,90223,94908.7241063334,16.53425308688494
Spleen,HILIC-pos,Female,0,90245,28750.653606640823,14.811307133670494
Spleen,HILIC-pos,Female,0,90248,17469.28739673042,14.092533138910518
Spleen,HILIC-pos,Female,0,90252,33174.4332266113,15.017784197423982
Spleen,HILIC-pos,Female,0,90265,26973.81276026384,14.719271841113576
Spleen,HILIC-pos,Female,0,90266,24584.41960270031,14.585456675477143
Spleen,HILIC-pos,Female,1,90559,18468.70998428134,14.17279547898966
Spleen,HILIC-pos,Female,1,90560,17118.965257131847,14.063307881316565
Spleen,HILIC-pos,Female,1,90564,14100.256109774253,13.78343374677959
Spleen,HILIC-pos,Female,1,90567,40766.78279164613,15.315106487131898
Spleen,HILIC-pos,Female,1,90571,9073.828436859343,13.147495666895145
Spleen,HILIC-pos,Female,2,90576,20796.000252563277,14.34401845740257
Spleen,HILIC-pos,Female,2,90578,43432.28324026764,15.406480176983813
Spleen,HILIC-pos,Female,2,90581,10619.841204129643,13.37447457358912
Spleen,HILIC-pos,Female,2,90585,11238.305972074471,13.456136964051703
Spleen,HILIC-pos,Female,2,90587,22274.89073110218,14.44313073421096
Spleen,HILIC-pos,Female,4,90406,9659.995676350252,13.23780682799752
Spleen,HILIC-pos,Female,4,90410,27686.727644225255,14.756906928002191
Spleen,HILIC-pos,Female,4,90412,20834.82188345457,14.346709146066743
Spleen,HILIC-pos,Female,4,90420,17123.38617522705,14.063680404603124
Spleen,HILIC-pos,Female,4,90416,10465.552582182188,13.353360867590968
Spleen,HILIC-pos,Female,8,90251,22287.774101580308,14.44396492019541
Spleen,HILIC-pos,Female,8,90254,14081.188561444464,13.781481493306716
Spleen,HILIC-pos,Female,8,90258,22676.778480576377,14.468928081548697
Spleen,HILIC-pos,Female,8,90259,16025.701983770976,13.968099933043938
Spleen,HILIC-pos,Female,8,90267,25001.204725893393,14.609709994844646
Spleen,HILIC-pos,Male,0,90217,86314.25001996338,16.39731113983429
Spleen,HILIC-pos,Male,0,90229,27393.55947051085,14.7415491190067
Spleen,HILIC-pos,Male,0,90232,18679.46741074221,14.18916570104056
Spleen,HILIC-pos,Male,0,90237,13435.777695903758,13.713792210059562
Spleen,HILIC-pos,Male,0,90239,10926.149591551835,13.415497459987268
Spleen,HILIC-pos,Male,1,90421,12416.934419011872,13.600021414267449
Spleen,HILIC-pos,Male,1,90422,9837.570558283807,13.264086362801509
Spleen,HILIC-pos,Male,1,90423,9708.398638552067,13.245017633164997
Spleen,HILIC-pos,Male,1,90426,10289.058349362653,13.328823332931163
Spleen,HILIC-pos,Male,1,90430,15202.80596346959,13.892050004269526
Spleen,HILIC-pos,Male,2,90441,18947.06307073495,14.209686617304184
Spleen,HILIC-pos,Male,2,90444,11088.567445081002,13.43678537233718
Spleen,HILIC-pos,Male,2,90439,20248.641523788192,14.305537500749876
Spleen,HILIC-pos,Male,2,90449,13720.114199660318,13.744004869412796
Spleen,HILIC-pos,Male,2,90450,17128.551924876163,14.064115568384862
Spleen,HILIC-pos,Male,4,90280,13953.645014928696,13.768354416160324
Spleen,HILIC-pos,Male,4,90281,12208.70314929426,13.575622339952703
Spleen,HILIC-pos,Male,4,90283,15036.648128566458,13.876195386243902
Spleen,HILIC-pos,Male,4,90292,12384.556775203482,13.596254617156086
Spleen,HILIC-pos,Male,4,90289,12502.468811236608,13.609925385640294
Spleen,HILIC-pos,Male,8,90218,22850.766744178916,14.479954954437424
Spleen,HILIC-pos,Male,8,90223,12978.75289773418,13.66386414388097
Spleen,HILIC-pos,Male,8,90225,16557.552405055896,14.015201803952673
Spleen,HILIC-pos,Male,8,90227,27413.047975417347,14.742575125609854
Spleen,HILIC-pos,Male,8,90222,19840.575316665017,14.276166239672706
Testes,HILIC-pos,Male,0,90217,9201.456749428473,13.167646567440883
Testes,HILIC-pos,Male,0,90229,172584.66327560454,17.396944739652856
Testes,HILIC-pos,Male,0,90232,150071.31519375855,17.195288719333455
Testes,HILIC-pos,Male,0,90237,65292.67497499596,15.994633527982533
Testes,HILIC-pos,Male,0,90239,89878.6694676257,16.455691147072763
Testes,HILIC-pos,Male,1,90421,7904.204815122733,12.94840461543254
Testes,HILIC-pos,Male,1,90422,6541.199117339463,12.675339416113768
Testes,HILIC-pos,Male,1,90423,46357.17776573559,15.50050511700437
Testes,HILIC-pos,Male,1,90426,38281.04977316433,15.224342772638073
Testes,HILIC-pos,Male,1,90430,6428.54800906697,12.65027720313746
Testes,HILIC-pos,Male,2,90439,7024.233562221449,12.778125101268907
Testes,HILIC-pos,Male,2,90441,7276.652800928203,12.82905926008904
Testes,HILIC-pos,Male,2,90444,5111.595931925839,12.319558081422946
Testes,HILIC-pos,Male,2,90450,201523.93612353056,17.62059168031573
Testes,HILIC-pos,Male,2,90449,7915.500824320041,12.950464919156504
Testes,HILIC-pos,Male,4,90280,131204.70534500416,17.001459934150258
Testes,HILIC-pos,Male,4,90281,7023.939025129503,12.778064605542603
Testes,HILIC-pos,Male,4,90283,7573.337278730798,12.886713465255909
Testes,HILIC-pos,Male,4,90289,7842.481007782769,12.93709441494572
Testes,HILIC-pos,Male,4,90292,7769.971699520085,12.923693628592837
Testes,HILIC-pos,Male,8,90218,76411.82377401914,16.221508274097253
Testes,HILIC-pos,Male,8,90223,129827.50694915152,16.9862365583504
Testes,HILIC-pos,Male,8,90227,10653.5085031112,13.379041008729873
Testes,HILIC-pos,Male,8,90222,125625.14803811032,16.938765770817707
Testes,HILIC-pos,Male,8,90225,158038.59358686165,17.269917387126178
Vastus Lateralis,HILIC-pos,Female,0,90248,47339.64794125904,15.530761356528432
Vastus Lateralis,HILIC-pos,Female,0,90245,53604.058274739175,15.710054608426612
Vastus Lateralis,HILIC-pos,Female,0,90252,6982.995155907746,12.76963025658941
Vastus Lateralis,HILIC-pos,Female,0,90265,37356.959033113904,15.189089399736044
Vastus Lateralis,HILIC-pos,Female,0,90266,32020.011653045924,14.96668621244386
Vastus Lateralis,HILIC-pos,Female,1,90559,31406.684885856524,14.938784047749662
Vastus Lateralis,HILIC-pos,Female,1,90560,28409.643140636508,14.794093089201947
Vastus Lateralis,HILIC-pos,Female,1,90564,4723.556175444715,12.205657700378234
Vastus Lateralis,HILIC-pos,Female,1,90567,5644.80460098461,12.462707926586926
Vastus Lateralis,HILIC-pos,Female,1,90571,13508.70628640836,13.72160189554885
Vastus Lateralis,HILIC-pos,Female,2,90576,55582.46268056373,15.762342136691858
